reference,from_in_text_selection,article,quote,coder,page,reference_type
PMC4374707_Lehmussola01,PMC4374707_JWC01,PMC4374707,"Lehmussola A, Ruusuvuori P, Selinummi J, Huttunen H, Yli-Harja O. Computa-tional framework for simulating fluorescence microscope images with cell popula-tions. IEEE Trans Med Imaging 2007;26:1010–1016.",jackchristen,15,publication
PMC4176174_Pettersen01,PMC4176174_JWC07,PMC4176174,"Pettersen,E.F., Goddard,T.D., Huang,C.C., Couch,G.S.,Greenblatt,D.M., Meng,E.C. and Ferrin,T.E. (2004) UCSFChimera–a visualization system for exploratory research andanalysis.J. Comput. Chem.,25, 1605–1612.",jackchristen,14,publication
PMC2935446_Faraggi-2009,PMC2935446_AN31,PMC2935446,"Faraggi,E. et al. (2009) Improving the prediction accuracy of residue solvent accessibility and real-value backbone torsion angles of proteins by fast guided- learning through a two-layer neural network. Proteins, 74, 857–871.",ankimnguyen,8,publication
PMC4800296_Arvidsson-2008,PMC4800296_MD03,PMC4800296,"Arvidsson S, Kwasniewski M, Riano-Pachon DM, Mueller-Roeber B (2008)QuantPrime—a flexible tool for reliable high-throughput primer designfor quantitative PCR.BMC Bioinformatics9: 465.",mrcyndns,7,publication
PMC2649809_Nesvizhskii-2003,PMC2649809_JS29,PMC2649809,"Nesvizhskii, A. I., Keller, A., Kolker, E., and Aebersold, R. (2003) A statisticalmodel  for  identifying  proteins  by  tandem  mass  spectrometry.Anal.Chem.75,4646 – 4658",jcsick,15,publication
PMC5226643_Ghiorso01,PMC5226643_JWC05,PMC5226643,"M. S. Ghiorso, M. M. Hirschmann, P. W. Reiners, V. C. Kress III, The pMELTS: A revision ofMELTS for improved calculation of phase relations and major element partitioning related topartial melting of the mantle to 3 GPa.Geochem. Geophys. Geosyst.3,1–35 (2002)",jackchristen,7,publication
PMC5129524_Eddy01,PMC5129524_JWC07,PMC5129524,Eddy  SR.  2011.  Accelerated  profile  HMM  searches.  PLoS  CompBiol 7:e1002195.,jackchristen,15,publication
PMC5210542_Stein01,PMC5210542_JWC05,PMC5210542,"Stein,L.D., Mungall,C., Shu,S., Caudy,M., Mangone,M., Day,A.,Nickerson,E., Stajich,J.E., Harris,T.W., Arva,A.et al.(2002) Thegeneric genome browser: a building block for a model organismsystem database.Genome Res.,12, 1599–1610.",jackchristen,8,publication
PMC2927682_BarrettJC-2005,PMC2927682_CF02,PMC2927682,"25. BarrettJC, Fry B, Maller J, et al. Haploview: analysis and visualisation of LD and haplotype maps. Bioinformatics 2005;21:263–5.",caifand,5,publication
PMC1636350-Katoh-2005,PMC1636350_MS23,PMC1636350,"Katoh,K., Kuma,K., Toh,H. and Miyata,T. (2005) MAFFT version 5:improvement in accuracy of multiple sequence alignment.NucleicAcids Res.,33, 511–518.",mjsong1201,10,publication
PMC3251324_Swofford-2002,PMC3251324_MS01,PMC3251324,"Swofford DL. 2002. PAUP 4.0b10: Phylogenetic Analysis Using Parsimony. Sinauer Associates, Sunderland.",mjsong1201,11,publication
PMC4801132_Maere01,PMC4801132_JWC03,PMC4801132,"Maere S, Heymans K, Kuiper M. BiNGO: a cytoscape plugin to assess overrepresentation of gene ontology categories in biological networks. Bioinformatics. 2005;21:3448–3449.",jackchristen,13,publication
PMC4066774-Morgan-2009,PMC4066774_MS08,PMC4066774,"Morgan,M., Anders,S., Lawrence,M., Aboyoun,P., Pages,H. and
Gentleman,R. (2009) ShortRead: a bioconductor package for
input, quality assessment and exploration of high-throughput
sequence data. Bioinformatics, 25, 2607–2608.",mjsong1201,13,publication
PMC3464766_Simon-2011,PMC3464766_AN01,PMC3464766,"Simon N, Friedman J, Hastie T, Tibshirani R (2011) Regularization Paths for Cox’s Proportional Hazards Model via Coordinate Descent. J Stat Software 39: 1–13",ankimnguyen,7,publication
10.1007%2Fs00191-018-0558-4_R-2009,10.1007%2Fs00191-018-0558-4_TL07,10.1007%2Fs00191-018-0558-4,"R Development Core Team (2009) R: a language and environment for statistical computing, R foundation
for statistical computing. Vienna, Austria. ISBN 3-900051-07-0. http://www.R-project.org",tonyli0409,36,project_page
PMC3337072_Shaffer-2000,PMC3337072_MZ12,PMC3337072,"41.  Shaffer D, Fisher P, Lucas CP, Dulcan MK, Schwab-Stone ME. NIMH Diagnostic InterviewSchedule for Children Version IV (NIMH DISC-IV): description, differences from previousversions, and reliability of some common diagnoses.J Am Acad Child Adolesc Psychiatry2000;39: 28–38.",oceanwall,9,publication
10.1111%2Fj.1467-6419.2007.00527.x_Leuven-Sianesi-2003,10.1111%2Fj.1467-6419.2007.00527.x_MD03,10.1111%2Fj.1467-6419.2007.00527.x,"Leuven, E. and Sianesi, B. (2003) PSMATCH2: Stata module to perform full Mahalanobisand propensity score matching, common support graphing, and covariate imbalancetesting. Software, http://ideas.repec.org/c/boc/bocode/s432001.html.",mrcyndns,41,publication
a2000-04-MOL_ECOL_Swofford-1981,a2000-04-MOL_ECOL_JS01,a2000-04-MOL_ECOL,"Swofford DL, Selander RB (1981) biosys-1: a Fortran program forthe comprehensive analyses of electrophoretic data in populationgenetics and systematics. Journal of Heredity, 72, 281– 283.",mrcyndns,7,publication
a2000-04-MOL_ECOL_Swofford-1981,a2000-04-MOL_ECOL_JS01,a2000-04-MOL_ECOL,"Swofford DL, Selander RB (1981) biosys-1: a Fortran program forthe comprehensive analyses of electrophoretic data in populationgenetics and systematics. Journal of Heredity, 72, 281– 283",mrcyndns,7,publication
10.1515%2Fjbnst-2017-1004_Schnell-2016,10.1515%2Fjbnst-2017-1004_TL09,10.1515%2Fjbnst-2017-1004,"Schnell, R., C. Borgs (2016), Randomized Response and Balanced Bloom Filters for Privacy
Preserving Record Linkage. in: 2016 IEEE 16th International Conference on Data Mining
Workshops (ICDM 2016), Barcelona, December 12th 2016 – Dec 15th 2016. IEEE Publishing.
",tonyli0409,12,publication
PMC2626662_Leslie01,PMC2626662_JWC02,PMC2626662,"Leslie ,  A.G.W. 1992 . Recent changes to the MOSFLM package for processing fi lm and image plate data.  Joint CCP4 and ESF-EAMCB Newsletters on Protein Crystallography. 26. ",jackchristen,11,publication
PMC2773253_Rifaieh-2007,PMC2773253_TL16,PMC2773253,"Rifaieh,R. et al. (2007) Swami: integrating biological databases and analysis tools
within user friendly environment. In Boulakia,S.C. and Tannen,V. (eds) Data
Integration in the Life Sciences (DILS), Vol. 4544 of Lecture Notes in Computer
Science. Springer, Philadelphia, PA, pp. 48–58.",tonyli0409,7,publication
PMC3768664-Hall-1999,PMC3768664_MS01,PMC3768664,"Hall,T.A.(1999).BioEdit:auser-friendlybiologicalsequencealignmenteditorandanalysisprogramforWindows95/98/NT.NucleicAcidsSympSer.41,95-98.",mjsong1201,10,publication
PMC5129524_Love01,PMC5129524_JWC11,PMC5129524,"Love  MI,  Huber  W,  Anders  S.  2014.  Moderated  estimation  of  foldchange and dispersion for RNA-seq data with DESeq2. GenomeBiol 15:550.",jackchristen,16,publication
PMC3105518_Willard-2003,PMC3105518_HR08,PMC3105518,"Willard,  L.,  A.  Ranjan,  H.  Zhang,  H.  Monzavi,  R.F.  Boyko,  B.D. Sykes,  and  D.S.  Wishart.  2003.  VADAR:  a  web  server  for  quan-titative  evaluation  of  protein  structure  quality. Nucleic  Acids  Res.31:3316–3319.",henryrossiter,13,project_name
10.1111%2Fj.1467-6419.2007.00527.x_Leuven-2003,10.1111%2Fj.1467-6419.2007.00527.x_TL03,10.1111%2Fj.1467-6419.2007.00527.x,"Leuven, E. and Sianesi, B. (2003) PSMATCH2: Stata module to perform full Mahalanobis
and propensity score matching, common support graphing, and covariate imbalance
testing. Software, http://ideas.repec.org/c/boc/bocode/s432001.html.",tonyli0409,41,publication
PMC3013677-Kim-2007,PMC3013677_MS05,PMC3013677,"Kim,N., Alekseyenko,A.V., Roy,M. and Lee,C. (2007) The ASAP II database: analysis and comparative genomics ofalternative splicing in 15 animal species.Nucleic Acids Res.,35,D93–D98.",mjsong1201,6,publication
PMC4767401_JS02_Lambert-2002,PMC4767401_JS02,PMC4767401,"Lambert C, Leonard N, De Bolle X, et al. ESyPred3D: prediction ofproteins 3D structures. Bioinformatics 2002;18:1250–1256",jaskiratsingh23,13,publication
PMC2773253_Giardine-2005,PMC2773253_TL13,PMC2773253,"Giardine,B. et al. (2005) Galaxy: a platform for interactive large-scale genome analysis.
Genome Res., 15, 1451–1455.",tonyli0409,7,publication
PMC4375646_SMITH-2002,PMC4375646_YK05,PMC4375646,"Smith, S.M., 2002. Fast robust automated brain extraction. Hum. Brain Mapp. 17 (3),",yashkar,9,publication
PMC5435914_Smyth-2004,PMC5435914_TL15,PMC5435914,"Smyth,G.K. (2004) Linear models and empirical bayes methods for
assessing differential expression in microarray experiments. Stat.
Appl. Genet. Mol. Biol., 3, Article3.",tonyli0409,14,publication
PMC2678927_Barrett01,PMC2678927_JWC03,PMC2678927,"Barrett, J.C., Fry, B., Maller, J. and Daly, M.J. (2005) Haploview: analysisand visualization of LD and haplotype maps.Bioinformatics,21, 263 –265.",jackchristen,8,publication
PMC2447753_Thompson_1999,PMC2447753_TZ34,PMC2447753," Thompson,J.D., Plewniak,F. and Poch,O. (1999) BA1-iBASE:a benchmark alignment database for the evaluation of multiplealignment programs.Bioinformatics,15, 87–88.",realrichardparker,5,publication
10.1111%2Ftwec.12479_Gouel-2011,10.1111%2Ftwec.12479_HR12,10.1111%2Ftwec.12479,"Gouel, C., C. Mitaritonna and M. P. Ramos (2011), ‘Sensitive Products in the Doha Negotiations: The Case of European and Japanese Market Access’, Economic Modelling, 28, 6, 2395–403.",henryrossiter,19,publication
10.1007%2Fs11123-009-0142-x_Henningsen-2008,10.1007%2Fs11123-009-0142-x_AN07,10.1007%2Fs11123-009-0142-x,"Henningsen A (2008) micEcon: tools for microeconomic analysis and microeconomic modeling. R package version 0.5, http:// CRAN.R-project.org",ankimnguyen,13,publication
PMC5308435_Dogui-2011,PMC5308435_MZ03,PMC5308435,"Dogui A, Kachenoura N, Frouin F, et al. Consistency ofaortic distensibility and pulse wave velocity estimateswith respect to the Bramwell-Hill theoretical model: acardiovascular magnetic resonance study.J  CardiovascMagn Reson2011; 13: 11.",oceanwall,8,publication
PMC5308435_Herment-2010,PMC5308435_MZ03,PMC5308435,"Herment A, Kachenoura N, Lefort M, et al. Automatedsegmentation of the aorta from phase contrast MRimages: validation against expert tracing in healthy vol-unteers and in patients with a dilated aorta.J  MagnReson Imaging2010; 31: 881–888.",oceanwall,8,publication
PMC4666316_TZ13_Barton_2011,PMC4666316_TZ13,PMC4666316,"Barton C, Morris R, Rothlind J, Yaffe K. Video-telemedicine in a memory disorders clinic: evaluation and management of rural elders with cognitive impairment. Telemed J E Health. 2011; 17(10):789–793. [PubMed: 22023458]",realrichardparker,13,publication
PMC4666316_TZ13_Munro_2014,PMC4666316_TZ13,PMC4666316,"Munro Cullum C, Hynan L, Grosch M, Parikh M, Weiner M. Teleneuropsychology: evidence for video teleconference-based neuropsychological assessment. J Int Neuropsychol Soc. 2014; 20(10):1–6. [PubMed: 24365485] ",realrichardparker,13,publication
PMC4666316_TZ13_Morgan_2011,PMC4666316_TZ13,PMC4666316,"Morgan D, Innes A, Kosteniuk J. Dementia care in rural and remote settings: a systematic review of formal or paid care. Maturitas. 2011; 68(1):17–33. [PubMed: 21041045] ",realrichardparker,13,publication
PMC4666316_TZ19_Lexis_2013,PMC4666316_TZ19,PMC4666316,"Lexis M, Everink I, van der Heide L, Spreeuwenberg M, Willems C, de Witte L. Activity monitoring technology to support homecare delivery to frail and psychogeriatric elderly persons living at home alone. Technol Disabil. 2013; 25:189–197.",realrichardparker,13,publication
a2008-02-WATERBIRDS_Gulcher-2000,a2008-02-WATERBIRDS_WW02,a2008-02-WATERBIRDS,"Gulcher, J.R., Kristjansson, K., Gudbjartsson, H. & Stefansson, K. Protection of privacyby  third-party  encryption  in  genetic  research  in  Iceland.Eur. J. Hum. Genet.8,739–742 (2000).",luculentdig,10,publication
PMC3692048_Hull-2006,PMC3692048_HR11,PMC3692048,"10. Hull,D., Wolstencroft,K., Stevens,R., Goble,C., Pocock,M.R.,Li,P. and Oinn,T. (2006) Taverna: a tool for building andrunning workflows of services.Nucleic Acids Res.,34,W729–W732.",henryrossiter,5,publication
10.3846%2Fbtp.2015.433_StatSoft-2004,10.3846%2Fbtp.2015.433_TL01,10.3846%2Fbtp.2015.433,"StatSoft. 2004. STATISTICA (data analysis software system). version
7 [online], [cited 11 March 2014]. Available from Internet:
www.statsoft.com ",tonyli0409,8,project_page
PMC4666316_TZ17_Mulvenna_2009,PMC4666316_TZ17,PMC4666316,"Mulvenna MD, Carswell W, McCullagh PJ, et al. A review of the role of assistive technology for people with dementia in the hours of darkness. Technol Health Care. 2009; 17(4):281–304. [PubMed: 19822946]",realrichardparker,13,publication
PMC1636350_EDGAR-2004,PMC1636350_CM30,PMC1636350,"Edgar,R.C. (2004) MUSCLE: multiple sequence alignment with highaccuracy and high throughput.Nucleic Acids Res.,32, 1792–1797.",anneclarisse,10,publication
PMC2626662_Lovell01,PMC2626662_JWC20,PMC2626662," Lovell ,  S.C. ,  I.W. Davis ,  W.B. Arendall ,  P.I.W. deBakker ,  J.M. Word , M.G. Prisant ,  J.S. Richardson , and  D.C. Richardson .  2003 .  Structure vali-dation by C-alpha geometry: phi, psi and C-beta deviation. Proteins Struct. Funct. Genet.50 : 437 – 450 . ",jackchristen,11,publication
PMC1636350_KATOH-2005,PMC1636350_CM43,PMC1636350,"Katoh,K., Kuma,K., Toh,H. and Miyata,T. (2005) MAFFT version 5:improvement in accuracy of multiple sequence alignment.NucleicAcids Res.,33, 511–518.",anneclarisse,10,publication
PMC3384331_Castresana-2000,PMC3384331_MZ24,PMC3384331,"Castresana,J. (2000) Selection of conserved blocks from multiplealignments for their use in phylogenetic analysis.Mol. Biol. Evol.,17, 540–552.",oceanwall,12,publication
PMC3419515_Li01,PMC3419515_JWC02,PMC3419515,"Li H, Ruan J, Durbin R.2008. Mapping short DNA sequencing readsand calling variants using mapping quality scores. Genome Res.18:1851–1858.",jackchristen,7,publication
PMC2447753_Notredame_2000,PMC2447753_TZ17,PMC2447753," Notredame,C., Higgins,D.G. and Heringa,J. (2000) T-Coffee:a novel method for fast and accurate multiple sequence alignment.J. Mol. Biol.,302, 205–217.",realrichardparker,5,publication
PMC5013111_Wang01,PMC5013111_JWC01,PMC5013111,"Wang J-K, Chang S-W. Optical biometry intraocular lens power calculation usingdifferent formulas in patients with different axial lengths.Int  J  Ophthalmol2013;6:150–4.",jackchristen,5,publication
PMC2678927_Purcell01,PMC2678927_JWC02,PMC2678927,"Purcell, S., Neale, B., Todd-Brown, K., Thomas, L., Ferreira, M.A.,Bender, D., Maller, J., Sklar, P., de Bakker, P.I., Daly, M.J.et al.(2007)PLINK: a tool set for whole-genome association and population-basedlinkage analyses.Am. J. Hum. Genet.,81, 559 – 575.",jackchristen,8,publication
PMC4615214_Lai-2012,PMC4615214_HR07,PMC4615214,"96. Lai, D., Proctor, J., Zhu, J. & Meyer, I. R-chie: a webserver and r package for visualizing RNA secondarystructures. Nucleic Acids Res 2012; 40:e95.",henryrossiter,16,project_name
PMC3281721_Iwase01,PMC3281721_JWC03,PMC3281721,"Iwase, K., and Hirono, S. (1999) Estimation of active conformations ofdrugs by a new molecular superposing procedure.J. Comput. Aided Mol.Des.13,499–512",jackchristen,12,publication
PMC4674517-Drug_information_system-2015,PMC4674517_MS01,PMC4674517,Drug information system [database on the Internet]. MIMS 2015.https://www.mims.com/home/index?aspxerrorpath=/Malaysia.Accessed 06 May 2015.,mjsong1201,8,user_guide
PMC1747177_Horn-2006,PMC1747177_MS02,PMC1747177,GBrowse image of all RNAiprobes that target a particular gene model.,mjsong1201,3,publication
PMC1747177_Horn-2006,PMC1747177_MS02,PMC1747177,GBrowse image of all RNAiprobes that target a particular gene model.,mjsong1201,4,publication
PMC1747177_Horn-2006,PMC1747177_MS02,PMC1747177,Entry page of the GenomeRNAi database.,mjsong1201,3,publication
PMC1747177_Horn-2006,PMC1747177_MS02,PMC1747177,Entry page of the GenomeRNAi database.,mjsong1201,4,publication
PMC2935446_Hirose-2007,PMC2935446_AN08,PMC2935446,"Hirose,S. et al. (2007) POODLE-L: a two-level SVM prediction system for reliably predicting long disordered regions. Bioinformatics, 23, 2046–2053",ankimnguyen,8,publication
doi-cited:10.1111%2Fjoes.12095_Smith-2014,10.1111%2Fjoes.12095_TL02,10.1111%2Fjoes.12095,"Smith, L. and Galesi, A. (2014) Gvar toolbox 2.0. Toolbox is available at: https://sites.google.com/site/
gvarmodelling/gvar-toolbox/download (Last accessed 4 November 2014).",tonyli0409,32,project_page
PMC5181807_SAS_2012,PMC5181807_TZ01,PMC5181807," SAS Institute. SAS/STAT Software: Changes and Enhancements Through Release 9.3. Cary, NC: SAS Institute, Inc.; 2012.",realrichardparker,6,project_name
PMC3281721_Cornell_1995,PMC3281721_TZ07_2,PMC3281721," Cornell, W. D., Cieplak, P., Bayly, C. I., Gould, I. R., Merz, K. M., Jr., Ferguson, D. M., Spellmeyer, D. C., Fox, T., Caldwell, J. W., and Kollman, P. A. (1995) A second generation force field for the simulation of proteins, nucleic acids, and organic molecules. J. Am. Chem. Soc. 117, 5179–5197",realrichardparker,12,publication
PMC1747177_Flockhart-2006,PMC1747177_MS21,PMC1747177,"Flockhart,I., Booker,M., Kiger,A., Boutros,M., Armknecht,S.,Ramadan,N., Richardson,K., Xu,A., Perrimon,N. and Mathey-Prevot,B. (2006) FlyRNAi: theDrosophilaRNAi screening center database.Nucleic Acids Res.,34, D489–D494.",mjsong1201,6,publication
PMC2768238_Simon-1998,PMC2768238_BB01,PMC2768238,"Simon F, Mauclère P, Roques P, Loussert-Ajaka I, Müller-Trutwin MC, Saragosti S, et al. Identification of a new humanimmunodeficiency virus type 1 distinct from group M and groupO. Nat Med 1998;4:1032-7",brentbiglin,6,publication
PMC2682500_Bendsten_2004,PMC2682500_TZ14,PMC2682500,"Bendtsen JD, Nielsen H, von Heijne G, Brunak S.2004. Improvedprediction of signal peptides: SignalP 3.0.Journal of Molecular Biology340,783–795.",realrichardparker,13,publication
10.1007%2Fs00191-018-0558-4_R-2009,10.1007%2Fs00191-018-0558-4_TL05,10.1007%2Fs00191-018-0558-4,"R Development Core Team (2009) R: a language and environment for statistical computing, R foundation
for statistical computing. Vienna, Austria. ISBN 3-900051-07-0. http://www.R-project.org",tonyli0409,36,project_page
PMC4631805_Leary01,PMC4631805_JWC03,PMC4631805,"Leary R, Jelliffe R, Schumitzky A, Van Guilder M. 2001. An adaptive gridnon-parametric  approach  to  pharmacokinetic  and  dynamic  (PK/PD)models, p 389-2375–394. In Proceedings of the 14th IEEE Symposium onComputer-Based  Medical  Systems.  IEEE  Computer  Society,  Bethesda,MD.",jackchristen,8,project_name
PMC4631805_Neely01,PMC4631805_JWC03,PMC4631805,"Neely MN, van Guilder MG, Yamada WM, Schumitzky A, Jelliffe RW.2012. Accurate detection of outliers and subpopulations with Pmetrics, anonparametric  and  parametric  pharmacometric  modeling  and  simula-tion  package  for  R.  Ther  Drug  Monit34:467– 476. http://dx.doi.org/10.1097/FTD.0b013e31825c4ba6",jackchristen,8,project_page
PMC5144680_Trapnell01,PMC5144680_JWC01,PMC5144680," Trapnell, C., Roberts, A., Goff, L., et al. 2012, Differential gene and tran-script  expression  analysis  of  RNA-seq  experiments  with  TopHat  andCufflinks.Nat. Protoc.,7, 562–78.",jackchristen,9,publication
PMC3494016_Tusher_2001,PMC3494016_PS03_1,PMC3494016,"Tusher, V. G., Tibshirani, R. & Chu, G. Significance analysis of microarraysapplied to the ionizing radiation response.Proceedings of the National Academy ofSciences of the United States of America98, 5116–5121 (2001)",ppseguel,12,publication
PMC2626662_CCC01,PMC2626662_JWC17,PMC2626662,"Collaborative Computational Project, Number 4 .  1994 .  The CCP4 suite: programs for protein crystallography. Acta Crystallogr. D Biol. Crystallogr.50 : 760 – 763 ",jackchristen,11,publication
PMC2626662_Murshudov01,PMC2626662_JWC17,PMC2626662,"Murshudov ,  G.N. ,  A.A. Vagin , and  E.J. Dodson .  1997 .  Refi nement of macromolecular structures by the maximum-likelihood method. Acta Crystallogr. D Biol. Crystallogr.53 : 240 – 255 .",jackchristen,11,publication
PMC3769723_Ayres-2005,PMC3769723_MS02,PMC3769723,"Ayres, M.; Ayres, D.l.; Santos, A.A.S. (2005). Biostat 4.0 - Aplicaçõesestatísticas nas áreas de Ciências Biomédicas. Sociedade Mamirauá,Belém, PA.",mjsong1201,7,user_guide
PMC4875560_Harrell01,PMC4875560_JWC02,PMC4875560,"Harrell FE.Regression Modeling Strategies: With Applications to Linear Models, Logisticand Ordinal Regression, and Survival Analysis. New York, NY: Springer; 2015.",jackchristen,9,publication
PMC4797302_Leinonen01,PMC4797302_JWC04,PMC4797302,"Leinonen,R., Sugawara,H., Shumway,M. and InternationalNucleotide Sequence Database Collaboration. (2011) The sequenceread archive.Nucleic Acids Res.,39, D19–D21.",jackchristen,8,publication
PMC5265988_Li01,PMC5265988_JWC05,PMC5265988,"Li Z, Zhang Z, He Z, et al. A partition-ligation-combination-subdivision EM algorithm for haplotype inference with multiallelicmarkers: update of the SHEsis (http://analysis.bio-x.cn). Cell Res2009;19:519–23.",jackchristen,6,publication
PMC4615214_Lai-2012,PMC4615214_HR03,PMC4615214,"96. Lai, D., Proctor, J., Zhu, J. & Meyer, I. R-chie: a webserver and r package for visualizing RNA secondarystructures. Nucleic Acids Res 2012; 40:e95.",henryrossiter,16,project_name
PMC4401865_Karatzoglou-2006,PMC4401865_JS01,PMC4401865,"Karatzoglou A, Meyer D, Hornik K. Support vector machines in R.J Stat Softw2006;15:1–28",jcsick,8,publication
PMC3177212_Cuff01,PMC3177212_JWC08,PMC3177212,"Beitz,E. (2000) TEXshade: shading and labeling of multiplesequence alignments using LATEX2 epsilon.Bioinformatics,16,135–139.",jackchristen,12,publication
PMC5435914_Hubbard-2007,PMC5435914_TL09,PMC5435914,"Hubbard,T.J.P., Aken,B.L., Beal,K., Ballester,B., Caccamo,M.,
Chen,Y., Clarke,L., Coates,G., Cunningham,F., Cutts,T. et al. (2007)
Ensembl 2007. Nucleic Acids Res., 35, D610–D617",tonyli0409,14,publication
PMC4066774_LANGMEAD-2009,PMC4066774_CM04,PMC4066774,"Langmead,B., Trapnell,C., Pop,M. and Salzberg,S.L. (2009)Ultrafast and memory-efficient alignment of short DNA sequencesto the human genome.Genome Biol.,10, R25.",anneclarisse,13,publication
PMC3055594_Schuck-2004,PMC3055594_TL02,PMC3055594,"Schuck P. 2004. A model for sedimentation in inhomogeneous
media. I. Dynamic density gradients from sedimenting co-solutes. Biophys
Chem. 108:187–200",tonyli0409,16,publication
PMC3223056_VanOoiejen_2001,PMC3223056_PS07,PMC3223056,"Van Ooijen J, Voorrips RE.2001. JoinMap 3.0, software for thecalculation of genetic linkage maps. Wageningen, The Netherlands: Plant Research International.",ppseguel,18,publication
PMC5132076_Bolger01,PMC5132076_JWC02,PMC5132076,"Bolger   AM,   Lohse   M,   Usadel   B.   Trimmomatic:   a   flexible trimmer for Illumina sequence data.Bioinformatics. 2014;30:2114–2120.",jackchristen,7,publication
PMC3692048_Vlachos-2012,PMC3692048_HR24,PMC3692048,"16. Vlachos,I.S., Kostoulas,N., Vergoulis,T., Georgakilas,G.,Reczko,M., Maragkakis,M., Paraskevopoulou,M.D., Prionidis,K.,Dalamagas,T. and Hatzigeorgiou,A.G. (2012) DIANA miRPathv.2.0: investigating the combinatorial effect of microRNAs inpathways.Nucleic Acids Res.,40, W498–W504.",henryrossiter,5,publication
PMC3630384-Danecek-2011,PMC3630384_MS05,PMC3630384,"Danecek P, Auton A, Abecasis G, Albers CA, Banks E, DePristo MA, et al. The variant call format and VCFtools. Bioinformatics2011;27:2156-2158.",mjsong1201,8,publication
PMC2447753_Bruccoleri_1988,PMC2447753_TZ30,PMC2447753,"Bruccoleri,R.E. and Heinrich,G. (1988) An improved algorithm fornucleic acid secondary structure display.Comput. Appl. Biosci.,4,167–173.",realrichardparker,5,publication
PMC3060514_Schrodinger-2009,PMC3060514_BB04,PMC3060514,"Schro ̈dinger, LLC (2009)Glide, Version 5, Schro ̈dinger, LLC, New York ",brentbiglin,13,project_name
PMC_2688500_Altschul_1997,PMC2682500_TZ03,PMC2682500,"Altschul SF, Madden TL, Scha ̈ffer AA, Zhang J, Zhang Z,Miller W, Lipman DJ.1997. Gapped BLAST and PSI-BLAST: a newgeneration of protein database search programs.Nucleic AcidsReseach25,3389–3402.",realrichardparker,13,publication
PMC5147225_Slic3r-2015,PMC5147225_CF02,PMC5147225,"3. Slic3r. http://www.slic3r.org/. Accessed October 8, 2015.",caifand,1,project_page
10.1080%2F17421772.2011.647058_Anselin-2005,10.1080%2F17421772.2011.647058_TL03,10.1080%2F17421772.2011.647058,"Anselin, L. (2005) Exploring Spatial Data with GeoDaTM: A Workbook. Available at: https://www.geoda.uiuc.edu/
pdf/geodaworkbook.pdf",tonyli0409,35,user_guide
PMC3309518_Brett-2002,PMC3309518_MS04,PMC3309518,"Brett M, Anton J, Valabregue R, Poline J. Region of interest analysis using an SPM toolbox.Neuroimage2002;16: S497.",mjsong1201,7,publication
PMC3890939_Sturhahn_2000,PMC3890939_RA02,PMC3890939,"Sturhahn, W. CONUSS and PHOENIX: Evaluation of nuclear resonant scatteringdata.Hyperfine Interact.125, 149–172 (2000).",raghu-achukola,4,publication
PMC3507582_Zhou-2011,PMC3507582_AN02,PMC3507582,"Zhou H, Alexander D, Lange K. A quasi- Newton acceleration for high-dimensional optimization algorithms. Stat Comput 2011; 21:261–273",ankimnguyen,3,publication
PMC2626662_Emsley01,PMC2626662_JWC16,PMC2626662," Emsley ,  P. , and  K. Cowtan .  2004 .  Coot: model-building tools for mo-lecular graphics. Acta Crystallogr. D Biol. Crystallogr.60 : 2126 – 2132 . ",jackchristen,11,publication
PMC5210542_Jenjaroenpun01,PMC5210542_JWC02,PMC5210542,"Jenjaroenpun,P., Wongsurawat,T., Yenamandra,S.P. andKuznetsov,V.A. (2015) QmRLFS-finder: a model, web server andstand-alone tool for prediction and analysis of R-loop formingsequences.Nucleic Acids Res.,43, W527–W534.",jackchristen,8,publication
PMC3013677-Berman-2000,PMC3013677_MS11,PMC3013677,"Berman,H.M., Westbrook,J., Feng,Z., Gilliland,G., Bhat,T.N.,Weissig,H., Shindyalov,I.N. and Bourne,P.E. (2000) The Protein Data Bank.Nucleic Acids Res.,28, 235–242.",mjsong1201,6,publication
10.1111%2Flabr.12083_Firpo-2009,10.1111%2Flabr.12083_TL02,10.1111%2Flabr.12083,"Firpo S., Fortin N. M. and Lemieux T. (2009) ‘Unconditional Quantile Regressions’, Econometrica
77(3): 953–973.",tonyli0409,22,publication
PMC3223056_Bradbury_2007b,PMC3223056_PS28,PMC3223056,"Bradbury PJ, Zhang Z, Kroon DE, Casstevens TM, Ramdoss Y, Buckler ES. 2007. TASSEL: software for association mapping ofcomplex traits in diverse samples. Bioinformatics 23, 2633–2635",ppseguel,17,publication
PMC3722356_Eickoff-2007,PMC3722356_JS02,PMC3722356,"Eickhoff SB, Paus T, Caspers S, Grosbras MH, Evans AC, Zilles K, et al.Assignment  of  functional  activations  to  probabilistic  cytoarchitectonicareas revisited. Neuroimage 2007; 36: 511–21.",jcsick,12,publication
PMC402544_Pearson-2013,PMC4025442_HR01,PMC4025442,Choice Maker. Open source record matching. http://oscmt.sourceforge.net,henryrossiter,13,project_page
PMC1636350_KATOH-2005,PMC1636350_CM114,PMC1636350,"Katoh,K., Kuma,K., Toh,H. and Miyata,T. (2005) MAFFT version 5:improvement in accuracy of multiple sequence alignment.NucleicAcids Res.,33, 511–518.",anneclarisse,10,publication
