selection,coder,article,quote,page,mention_type,certainty,memo
PMC1933159_MS20,mjsong1201,PMC1933159,Note that the defaultalgorithmic engine used by inteRNA requires substantialresources in terms of running time and memory whichcould be prohibitive for predicting joint structure ofsufficiently long RNA,2,software,7,Agile inteRNA is the sparsified version of inteRNA proposed by Salari et al. (RECOMB 2010).
PMC4176174_JWC01,jackchristen,PMC4176174,The contrast transfer function of the each ac-quired image was estimated using CTFFIND3 program(16) and,3,software,10,called program
PMC2649809_JS28,jcsick,PMC2649809,"As with theLab 3 analysis, experiments were aligned using the ProteinProphetanalysis tool at the lab level to infer the protein changes of differentdisease status comparisons for the labeled and unlabeled methods.",15,software,8,google search specified as such
PMC3132874_HR01,henryrossiter,PMC3132874,"Bayesian analysis of 16S rRNA gene phylogeny was completed withMrBayes 3.2 (48, 49).",7,software,10,googled it
PMC3013778_MZ19,oceanwall,PMC3013778,"(iii) multiple sequence alignment and visualization tools,MUSCLE (19) and Jalview (20);",2,software,10,"googled name, confirmed its status from creator page"
PMC4963166_HR01,henryrossiter,PMC4963166,Data analysis was conducted using the commerciallyavailable Statistical Package for Social Sciences (SPSS 20  for  Mac).,5,software,10,coded this before
PMC4057327_SK01,shruthikrish,PMC4057327,"The factors were analyzed using Design-Expert® Software version 6.02 (Stat-Ease, Inc., Minneapolis, MN, USA).",5,software,9,says software
PMC1636350_CM02,anneclarisse,PMC1636350,MUMMALS  improvesalignment  quality  by  using  pairwise  alignmenthidden Markov models (HMMs) with multiple matchstates that describe local structural informationwithout exploiting explicit structure predictions.,1,software,10,I've worked with the seq alignment before.
PMC3686433_EK01,evelynkue,PMC3686433,"In this work,we first used the ZCURVE26program, which is freelyavailable at http://tubic.tju.edu.cn/Zcurve_B/, to pickout  all  candidate  genes  that  did  not  have  same  50terminals  with  all  genes  in  the  original  annotation.",3,software,10,"I looked it up on Google, and it is a gene-finding software program."
PMC2447807_HR22,henryrossiter,PMC2447807,"ollowing submission, pssRNAMiner mapseach of the small RNAs onto the transcript/genomicsequence and then, calculates aP-valu ",1,software,9,"it it a web server, which requires software. However, they mighy be refering to the hardware component"
PMC4812167_SS03,sahilshahh,PMC4812167,"The numbers of viable (annexin V‑/PI-), apoptotic (annexin V+/PI‑), and necrotic (annexin V+/PI+) cells were calculated with the FACSDiva software, version 6.2 (BD Biosciences).",3,software,10,Th word software is in the sentence
PMC3010901_JWC06,jackchristen,PMC3010901,"To allow forthis, the 2009 version of EPP explicitly includes th",1,software,7,looked it up
PMC4388951_MZ02,oceanwall,PMC4388951,"The Statistical SPSS software program (version 11.5; SPSS Inc., Chicago, IL) was used for all the statistical analyses.",3,software,10,itm explicitly refers to software
PMC5064647_MS01,mjsong1201,PMC5064647,Statistical Product and Service Solutions (SPSS) software version 13.0 was used.,5,software,10,it is a statistical software package
PMC4540966_JWC08,jackchristen,PMC4540966,"For  motif  identification  inCOpromoters,  data  setswere submitted to MEME motif identification tool (Version4.6,Bailey and Elkan 1994) and searched for 6–10 bp",14,software,8,looked it up
PMC3692048_HR27,henryrossiter,PMC3692048,DIANA-microT web server v5.0 was completely re-designed to provide the necessary building blocks,3,software,10,coded earlier in article
PMC4686099_AN01,ankimnguyen,PMC4686099,"Data analysis was performed using SPSS 16.0 software (SPSS, Inc., Chicago, IL, USA). P<0.05 was considered to indicate a statistically signifcant difference.",3,software,10,Stated in article.
PMC2447807_HR21,henryrossiter,PMC2447807,ThepssRNAMiner is able to recognize small RNA sequencesbetween 17 and 28 nt in length but more readily,1,software,9,"it it a web server, which requires software. However, they mighy be refering to the hardware component"
PMC3782730_TL02,tonyli0409,PMC3782730,"The Freesurfer system provides the
volumes of the classified structures and cortical thickness
values",3,software,10,mentioned previously
PMC5235341_HR04,henryrossiter,PMC5235341,"Statistics were performed by using Graph Pad Prism 6 (Graph Pad Software Inc, La Jolla, CA) ",11,software,10,"googled it, it is a Statistics software program"
PMC3334951_MZ01,oceanwall,PMC3334951,"ThedatawereevaluatedinSPSS–Version16.0–(SPSSInc.,Chicago,USA).",3,software,10,SPSS is a well known stat analysis software
PMC4181735_EK01,evelynkue,PMC4181735,Calculation  of  the  size and  polydispersity  index  was  achieved  by  the  software provided  by  the  manufacturer.,3,software,10,"Authors do not have a name, but they say they used software from the manufacturer."
PMC4816756_MZ17,oceanwall,PMC4816756,"Data were collected in both positive and negativeion mode, and analyzed using MassHunter (Agilent) to assign a uniqueID to each lipid based on its retention time and exact mass (RT_mz).",3,software,10,"googled software name, confirmed status"
PMC3199877_MZ01,oceanwall,PMC3199877,The calculations were performed by the commercially available software Statistica 6.0.,4,software,10,"Googled name, confirmed status as software"
PMC3835222_HR05,henryrossiter,PMC3835222,All data analyses were performedwith SPSS version 16 or Graphpad Prism 5.0.,4,software,10,coded this before
PMC4832835_MZ01,oceanwall,PMC4832835,"Because thatmay vary by humidity, temperature, and sample handling, elec-tronic signal referencing like that by ERETIC™[62](that has beenshown to work well for incompressible materials[58,63])mayhavelimited applicability here.",2,algorithm,9,"Googled ""ERETIC"", found it to be an acronym referring to ""Electronic Reference To access In vivo Concentrations"", indicating its status as a technique used to determine absolute concentrations "
PMC4259556_JWC02,jackchristen,PMC4259556," In this study, the package gemtc (http://cran.r-proct.org/web/packages/gemtc/index.html) from  the  R  library,",2,software,8,looked it up
PMC2911847_CM04,anneclarisse,PMC2911847,"The ‘Genome Editor’ tool in the SKB allowed usto extract the IGs discussed above in all sequenced species,align them using Muscle (57) and then visualize by Jalview(58) using the ‘Bioinformatics TOOLBOX’ (Tab ‘Tools’).",9,software,10,Google
PMC2803435_EK01,evelynkue,PMC2803435,"The 3D conformations of all the inhibitors were gener-ated using the OMEGA 2.0 program available from OpenEye Scientific (OMEGA 2.0, OE Scientific, NM, USA).",4,software,10,"I Googled it, and it's software."
PMC5113931_MD01,mrcyndns,PMC5113931,difference with 95% confidence interval. Statistical analysis was carried out using Review Manager 5.3.0.,1,software,8,It has a version number and it used for statistical analysis
PMC2971576_JWC10,jackchristen,PMC2971576,"As shown in Table 1, FastPval shows significant improvement overthe ‘Exact’ approach.",2,software,9,prior knowledge
PMC4932580_CB01,carsonbrown19,PMC4932580,"Statistical analysis was performed using the Statistical
Analysis System (SAS, 2013). ",4,software,10,SAS is a well known stats program
PMC4665705_EK01,evelynkue,PMC4665705,"Statistical analysis was performed using SPSS software, version18.0 (SPSS Inc., Chicago, IL, USA). ",2,software,10,I know SPSS is software
PMC5018359_HR01,henryrossiter,PMC5018359,"  Allstatistical  analyses  were  conducted  using  statistical  soft-ware (SPSS Inc., version 21, Chicago, IL and Stata software,version 12, StataCorp, Texas, US",2,software,10,says statistical software in quote
PMC5153420_FJ02,jasleen29,PMC5153420,"Patient met class I indication for PPM implantation, and decision was made to proceed with dual-chamber PPM insertion using CARTO mapping system (Biosense, Webster, Inc.) to avoid fluoroscopy exposure.",1,technology,8,verified by google
PMC4299502_HR02,henryrossiter,PMC4299502,ImageJ1.46r with a plugin provided by Agilent to import their pro-prietary format FDF images was used to analyse the images.,3,software,10,common image analysis software
PMC4103437_EK06,evelynkue,PMC4103437,"Sequences were edited using the program Sequencher version 4.7 (Gene Codes Corporation, Ann Arbor, Michigan, USA) and aligned in Geneious Pro version 6.1.6 ( Drummond et al., 2011 )",2,software,6,Google says it looks like software.
PMC2731890_FJ07,jasleen29,PMC2731890,The final version of PlatProm (7) was refined on 271 experi- mentally identified non-homologous and non-overlapping s70-promoters with a single TSP precisely pointed out by the previous version of our software,1,software,10,verified by google
PMC3835222_HR01,henryrossiter,PMC3835222,infarct zone (nonstained area by TTC) were outlined andareas quantified digitally using Image J software.,2,software,10,coded it before
PMC5198113_CB01,courtneybroderick,PMC5198113,"To predict protein interaction partners for the C-terminus of S4D, we first created a database of orthologous proteins, defined as the proteins with the smallest average E-value from forward and reciprocal BLAST searches for two species and the largest sequence overlap, from 184 species in the NCBI Entrez database [27], while restricting E-values to those less than 1e-5 and sequence overlap to greater than 80%.",2,algorithm,8,I googled BLAST and it appears this is an algorithm.
PMC3575798_BB04,brentbiglin,PMC3575798,Libration Screw-motion (TLS) refinementwas continued with the program PHENIX (26),3,software,9,Google search showed it's a software program
PMC5413540_MS13,mjsong1201,PMC5413540,"Ventilators equipped with built-in software provided meth-odology  for  monitoring  NPPV  use  at  home,  which  could facilitate the improvement of compliance and quality control of NPPV use. ",7,software,10,it says software
PMC4265209_MS02,mjsong1201,PMC4265209,Data were analysedusing the statistical software SPSS v20 for Windows unless otherwise stated.,5,software,10,it says statistical software
PMC4938145_JS07,jaskiratsingh23,PMC4938145,"A Multisizer 4 Coulter counter (Beckman Coulter Inc.,
Miami, FL, USA) and ZetaSizer Nano ZS (Malvern Instruments,
Malvern, UK) were employed to measure the size
and the zeta potential, respectively. ",3,software,10,confirmed over google
PMC4816756_MZ03,oceanwall,PMC4816756,"Comparison of kidney/body weight (KBW) mutant male vs. femalecurves was performed using generalized linear model in R (Team,2014) and the effect size was estimated calculating Cohen's d with thecompute.es package in R.",2,software,10,R is a well known software environment
PMC5078595_AN_02,ankimnguyen,PMC5078595,A Bland-Altman analysis showed excellent agreement...,1,method,10,Google search revealed that it was a common method.
PMC5328613_MS01,mjsong1201,PMC5328613,"At 120 s after SonoVue injection, the QLAB 8.1 software (Philips) was used for dynamic image analysis.",2,software,10,it says software
PMC3939454_SA23,sehreenali,PMC3939454,"Despite the fact that TRIBAL has the best precision in both cases, CACHET has a far better recall which ultimately leads to a better F-measure.",5,algorithm,10,Article said TRIBAL was an algorithm
PMC2927682_CF03,caifand,PMC2927682,"Analysis was conducted using STATA V.9.2 (Stata, College Station, Texas, USA).",2,software,10,Because I know it's software ;)
PMC3392846_MD05,mrcyndns,PMC3392846,Numerous risk assessment tools for medical deci-sion support are available on the web12e14and areincreasingly available for smart phones.15e17,1,software,7,since I am encoding the online calculators
PMC3692048_HR20,henryrossiter,PMC3692048,"support  advanced  high-throughput  analysis  pipelines.The new DIANA-microT web server aims to facilitateusers,  not  having  access  to  extensive  computationalinfrastructures  and suppor",2,software,10,coded earlier in article
PMC3567485_CB01,courtneybroderick,PMC3567485,"In total, more than 20 000 human pseudogenes and their
cognate genes were obtained from the Ensembl Genome
Browser (Ensembl 63, GRCH37) (26) using BioMart (http://
www.ensembl.org/index.html).",2,Software,7,"I thought Ensembl was software, but in this context, Ensembl is called a 'Browser' and even Google calls is a 'Browser' as well."
PMC2447807_HR05,henryrossiter,PMC2447807," In this paper, wedescribe the development of the pssRNAMiner, a plantshort small RNA regulatory cascade analysis server",1,software,9,"it it a web server, which requires software. However, they mighy be refering to the hardware component"
PMC5065646_HR02,henryrossiter,PMC5065646,Genomes were automatically retrieved from the 16s RNAtree using Xegen’s PhyloPattern software[37].,5,software,10,says software in quote
PMC4327489_SS02,sahilshahh,PMC4327489,"The SPSS software package (SPSS,Chicago, Illinois, USA) was used for the data analysis.",3,software,10,It says software in the quote
PMC4797302_JWC09,jackchristen,PMC4797302,n the R package ‘spp’ (32) version 1.11 with a 200,2,software,7,looked it up
PMC2722173_HR01,henryrossiter,PMC2722173,Fluorescence intensity was measured on a FACSCanto flow cytometer (BD) and analyzed using the manufacturer’s own software.,11,software,10,says that it is software in the quote
PMC2646063_MS04,mjsong1201,PMC2646063,Data were analyzed using the linear regression analysis program PRISM.,6,software,10,it is mentioned as a software before
PMC1636350_MS132,mjsong1201,PMC1636350,"For  example,  the  median  CPU  time  of  MUMMALS  withmodel  HMM_1_3_1  on  1785  SCOP40  pairs  with  addedhomologs  is  174s  per  alignment,  as  compared  to  2.5s  forMAFFT  with  ‘ginsi’  option  (on  Redhat  Enterprise  Linux  3,AMD  Opteron  2.0  GHz).",9,software,10,"They have developed MUMMALS, a program to construct multiple protein sequence alignment using probabilistic consistency."
PMC3400965_AN01,ankimnguyen,PMC3400965,AltAnalyze (http://www. altanalyze.org) identifies AS events using RNA-Seq or microarray data and shows how these events may affect domain composition.,1,software,10,Google search
PMC3130168_EK17,evelynkue,PMC3130168,"The model structurewas validated with PROSA (z-score of –5.58) which was inthe range of native conformations of other experimentallydetermined protein structures of the same size (Wiedersteinand Sippl, 2007).",8,software,8,"Authors previously said it was software. I cannot find it on Google, so I trust that the authors are correct."
PMC3770329_FJ07,jasleen29,PMC3770329,The output from both Maxquant and Proteome Discoverer 1.3 were processed through Scaffold Q þ S and the data from each gel section from each lane were combined into one file,13,software,10,verified by google
PMC3939454_SA27,sehreenali,PMC3939454,"The results show that TRIBAL out performs all other methods for meet-min equal to 1.0. CACHET shows a good performance to low meet-min values, but it decreases strongly when meet-min increases.",5,algorithm,10,article said that TRIBAL was an algorithm
PMC4927739_MS01,mjsong1201,PMC4927739,"Use the in-house written software ""ccEBSD"" programmed by Paul Chekhonin for the evaluation of the recorded EBSD patterns.",5,software,10,it says software
PMC3608489_TL06,tonyli0409,PMC3608489," Digital images were imported
into Adobe Lightroom",12,software,10,context clues
PMC4963800_CM03,anneclarisse,PMC4963800,"Data analyses were performed using software SAS Version 8.2 (SAS Institute, Cary, NC, USA).",3,software,10,Explicitly states that it's software.
PMC3960616_JWC01,jackchristen,PMC3960616,"Statistics were carried out using IBM SPSSStatistics 19.0 (IBM SPSS, Chicago, IL, USA).",2,software,9,looked it up
PMC3386209_AM02,ambermomin,PMC3386209,"A maxi- mum projection was generated with Meta- Morph, version 7.7, or ImageJ (1.45b; National Institutes of Health, Bethesda, MD).",9,software,10,Googled it
PMC3686433_EK04,evelynkue,PMC3686433,"n a specific genome, two  adjacent ORFs,which   are   predicted   as   genes   by   the   ZCURVEprogram, have the same function with known genesin  the  other  species.",11,software,10,I determined it was software earlier.
PMC3611102_AN01,ankimnguyen,PMC3611102,"We performed all statistical analyses using the SPSS ver. 18.0 (SPSS Inc., Chicago, IL, USA). Statistical significance was defined as P < 0.05.",4,software,10,Stated in article.
PMC4296915_MD02,mrcyndns,PMC4296915,"All analyses were carried out with the SPSS statistical package, version 16 for Windows.",4,software,9,SPSS is a pretty common software that I have seen before
PMC2886355_HR01,henryrossiter,PMC2886355,Transcripts  were  clustered using  Genesis  software  for  hierarchical  clus-tering.,7,software,10,says it is software in quote
PMC3386209_AM06,ambermomin,PMC3386209,"Images were captured and processed us- ing the same microscope, camera, and software as described ear- lier.",9,software,10,says it is software
PMC3487307_CT01,ctjoe,PMC3487307,"analysis was performed by two independent analysts on Windows workstations using QMASS software (v4.2, Medis, The Netherlands).",2,software,10,Mentioned in text that it is software
PMC2731890_FJ14,jasleen29,PMC2731890,PlatProm predicts a good candidate (P2) perfectly fitting the RNAPol-binding site registered by ChIP-on-chip assay,3,software,10,"verified by google, pattern recognition software"
PMC4801132_JWC17,jackchristen,PMC4801132,"The compound reaction network with compounds (the pink and red hexagons) and metabolic enzymes (the gray and blue rounds) as nodes and reactions as edges, was constructed using Metscape",11,software,8,looked it up
PMC2551693_JS01,jcsick,PMC2551693,Protein  band  intensities  were  quantified  using  Image-Quant TL software (Amersham Biosciences).,3,software,9,text specifies as software
PMC2703206_SA02,sehreenali,PMC2703206,"A laser scanning densitometer (GS-250 Molecular Imager System; Bio-Rad Laboratories, Hercules, CA) was used to convert the radioactive signals emitted by the immunoreactive areas on the phosphor screen into digital images for subsequent densitometric analysis by the software package Phosphor Analyst (Bio-Rad Laboratories, Hercules, CA) [14]",3,software,10,said it was software and googled it
PMC1636350_MS94,mjsong1201,PMC1636350,"The best scoresof MUMMALS and the best scores of other programs (ProbCons, MAFFT with different options, MUSCLE, ClustalW) are in bold.",8,software,10,MAFFT is a multiple sequence alignment program for unix-like operating systems.
PMC3013778_MZ15,oceanwall,PMC3013778,Themajority of data pipelines were developed with PHP andPerl,2,software,10,"googled name, confirmed its status from creator page"
PMC4039861_JWC01,jackchristen,PMC4039861,"Text  readability  was  assessed  using  theMicrosoft  Word  Office  Package  (Microsoft  Corp,Redmond, WA)",3,software,9,looked it up
PMC2731890_FJ10,jasleen29,PMC2731890,"Using this criteria and the last version of PlatProm we identified 85.5% of promoters from the test compilation at zero level of false positives (level 1, Figure 1) in both CSs (Smax = 3.4)",2,software,10,"verified by google,pattern recognition software"
PMC2773253_TL49,tonyli0409,PMC2773253,"Similarly to SWAMI (Rifaieh et al., 2007), data and parameter
characterization is multidimensional:",4,software,7,googled
PMC4919585_MS05,mjsong1201,PMC4919585,Telemetry equipment (Data ScienceInternational) was interfaced with easyMATRIX and IOX2(EMKA Technologies),5,software,10,"iox2 is a GLP compliant software that allows researchers to acquire, analyze, view, and store data generated during an experiment."
PMC4504747_MS02,mjsong1201,PMC4504747,"PLINK(http://pngu.mgh.harvard.edu/ ~ purcell/plink)  is  a  free,  open-source whole-genome association analysis toolset, whichefficiently performs association studies for single SNPs orcomputationally intensive genome-wide association studies.",2,software,10,it is software mentioned in a previous sentence
PMC2836542_CT01,ctjoe,PMC2836542,"The fraction of the total cell population present in each of the G1, S and G2/M cell cycle phases was obtained from DNA histograms by mathematical modeling using MPLUS software ",4,software,10,Mentioned in text that it is software
PMC4397380_TZ02,realrichardparker,PMC4397380,The sequences of closely related strains werealigned using MultAlin program.,2,software,10,"explicit reference to MultAlin as a program, googling the software name also finds the product page"
PMC4970531_MZ01,oceanwall,PMC4970531,Inorder to study the role of this pathway in the cellularimmune response we used the 10xStat-GFP reporter17to visualize JAK/STAT activityin vivoin wasp-infectedDrosophilalarvae.,1,other,6,"Googled 10xStat-GFP reporter, found references that indicate that it is a gene that researchers attach to another gene of interest because its characteristics are easily identifiable  "
PMC3936224_JWC01,jackchristen,PMC3936224,R.C. performed all measurements and analyzed the data. P.J.W. helped develop themeasurement setup and the analysis framework and software.,9,software,10,called software
PMC5121256_EK01,evelynkue,PMC5121256,"All data was analyzed using SPSS software (version 15.0; SPSSInc., Chicago, IL",2,software,10,This is a statistical software that we use in one of my own classes. This is how I know it's software.
PMC3194040_CB04,courtneybroderick,PMC3194040,"Expressed sequence tag data from S. pombe, P. patens and P. trichocarpa indicate that all paralogues are expressed in these organisms (TGI; results not shown), but whether they have overlapping/complementary physiological roles is still unknown.",3,software,7,"TGI is the name of a software, but I am not sure if that's what the authors are referencing here."
PMC1636350_MS14,mjsong1201,PMC1636350,"The supervised learning method was also used to estimatemodel parameters from pairwise alignments in BAliBASE2.0(30),  from  which  ProbCons  derived  its  HMM  parameterswith  a  different  approach  (23). ",3,software,6,ProbCons is an open source probabilistic consistency-based multiple alignment of amino acid sequences
PMC5143422_HR09,henryrossiter,PMC5143422,processed and analyzed by using the ATSAS program suite [51].,13,software,10,says its a program suite in quotes
PMC5032163_HR01,henryrossiter,PMC5032163,"Survival was estimated using the Kaplan–Meier prod-uct-limit method using SPSS (v. 22) software (SPSS Inc., Chicago, IL, USA",2,software,10,says software in the quote
PMC3337072_JWC07,jackchristen,PMC3337072,Analysis  of  variance  methods  were  used  to  statistically resolve gene expression differences from both studies afterdata  processing  and  normalization  using  the  R/maanovapackage.,3,software,8,looked it up
PMC4621286_TL01,tonyli0409,PMC4621286,"Two researchers selected and evaluated studies independently using pre-defined
criteria. Review Manager 5.3 software was used for data analysis.",1,software,10,word software used
PMC4282059_CB02,carsonbrown19,PMC4282059,"The RevMan program reports P values to one or two significant digits; where
requested, a standard normal (Z) table was consulted
to report P values to three decimal places37.",4,software,10,RevMan is a stats program
PMC4913543_AN01,ankimnguyen,PMC4913543,"All the statistical calculations were carried out with Stata/SE software Version 12.0 (StataCorp LP, College Station, TX, USA), using two-sided P-values, and P0.05 was con-sidered to be signifcant.",3,software,10,Stated in article.
PMC4816756_MZ12,oceanwall,PMC4816756,"Data were restricted to 706 mouse kidneycortex or medulla samples and analyzed for differential expressioncomparing sexual differences within anatomic region using the limmapackage (Smyth, 2004) in R",3,software,10,limma is a software package for R
PMC1933159_MS18,mjsong1201,PMC1933159,Our default energy model is based mostly on stacked pairenergies given by Mathewset al. (8)—the free energymodel employed by Mfold.,2,software,7,The mfold web server is one of the oldest web servers in computational molecular biology.
PMC3337072_JWC04,jackchristen,PMC3337072,Probe intensity data from Illumina Chip arrays were readinto the R software environment directly from Bead summaryfiles produced by BeadStudio using the R/beadarray package.,2,software,7,looked it up
PMC4615379_JWC05,jackchristen,PMC4615379,Multiarray analysiswas performed with the Bio-conductor package Limma for R.,7,software,8,looked it up
PMC1636350_CM123,anneclarisse,PMC1636350,"Second, we have estimated model parameters from DaliLite structural alignments of divergent SCOP domains (<40% identity), while the training data of ProbCons are from BAliBASE2.0.",8,software,10,Google
PMC2808573_MZ01,oceanwall,PMC2808573,"Statistical analysis were done using SAS�version 6.12 forWindows, in which t-tests and the general linear model wereused for univariate and multivariate analysis, respectively.",2,software,10,SAS is a well known stat analysis software
PMC3281721_TZ07,realrichardparker,PMC3281721,"To relieve the steric hindrances, the coordinates of AMF-26and of the residues within 4 Å from AMF-26 were optimized toreduce the root mean square of the gradients of potentialenergy below 0.05 kcal mol1Å1using SYBYL.",3,software,10,"explicit mention of a version number, googling finds a project page"
PMC3281721_TZ07,realrichardparker,PMC3281721,"To relieve the steric hindrances, the coordinates of AMF-26and of the residues within 4 Å from AMF-26 were optimized toreduce the root mean square of the gradients of potentialenergy below 0.05 kcal mol1Å1using SYBYL.",3,software,10,"Another mention of SYBYL, a modeling tool"
PMC3281721_TZ07,realrichardparker,PMC3281721,The AMBER 4.1 charges(31) were used as the atomic charges for the proteins and theGasteiger-Hückel charges (32–35) were used as the charges forAMF-26.,3,software,10,"explicit mention of a version number, googling finds a project page"
PMC3281721_TZ07,realrichardparker,PMC3281721,The AMBER 4.1 charges(31) were used as the atomic charges for the proteins and theGasteiger-Hückel charges (32–35) were used as the charges forAMF-26.,3,software,10,"Another mention of SYBYL, a modeling tool"
PMC4453596_CB01,carsonbrown19,PMC4453596,"To explore this issue in Taiwan, weconducted a nationwide population-based study using data fromTaiwan’s National Health Insurance (NHI) Research Database(NHIRD) to determine the incidence of SM after HSCT in theTaiwanese population.",2,other,10,"searched for NHIRD and it is a database, not a software."
PMC4327489_PS01,ppseguel,PMC4327489,The Epi Info software program  was used to calculate sample size.,2,software,10,It is mentioned as a software to make samples
PMC4513216_HR02,henryrossiter,PMC4513216,We used PASWStatistics  22  and  MicrosoftÒExcel  2007  for  thecalculations.,4,software,10,I know that this is software
PMC4816756_MZ09,oceanwall,PMC4816756," For time courseanalysis, splines and limma packages in R were used tofit separatecurves in mutant males and females for each gene, and then the param-eters correspondingto the interaction of time and sex were evaluated to184L.F. Menezes et al. / EBioMedicine 5 (2016) 183–192
identify genes with different temporal profile.",2,software,10,splines is a software package for R
PMC4269546_MS02,mjsong1201,PMC4269546,Principal components analyses were then performed oneach matrix (using the MATLAB function princomp),2,software,8,MATLAB software
PMC3197029_AN02,ankimnguyen,PMC3197029,The areas are measured using Scion or NIH imaging software which can be calibrated using a micrometer imaged at the same magnification. These numbers are used to calculate area at risk/left ventricle and infarct size/area at risk 11.,2,software,10,Stated in article.
PMC2935446_AN16,ankimnguyen,PMC2935446,Table 1. List of input information sources used by disorder predictors based on machine learning classifiers (sorted by the year of publication) Reference Unpublished data Schlessinger et al. (2009) Ishida and Kinoshita (2008) Hecker et al. (2008) Wang and Sauer (2008) Shimizu et al. (2007a) Hirose et al. (2007) Shimizu et al. (2007b) Su et al. (2007) Ishida and Kinoshita (2007) Cheng et al. (2005) Ward et al. (2004) Prediction method Input information AA AA AA PSSM SS Solventaccessi- Terminus Meta predictor X X X X type propensity position profile GS-metaDisorder X X MD X X metaPrDOS DISpro X OnD-CRF X POODLE-S X X prediction bility prediction X X X X X X X indicator X POODLE-L POODLE-W DisPSSMP2 PrDOS MULTICOM-CMFR DISOPRED2,2,software,10,Google search.
PMC3749458_MZ02,oceanwall,PMC3749458,"Theresultant 16S rRN A gene sequence (1392nt) of  the CH 4strain was compared with the 16S rRNA gene sequencesavailable from GenBank, using the BLAST program todetermine an approximate phylogenetic affiliation, afterwhich the gene sequence was multiply aligned with thoseof closely related species using the MEGALIGN pro-gram (DNASTAR). ",4,software,10,"googled software name, found producer page confirming its status as software"
PMC4027853_EK02,evelynkue,PMC4027853,"Data  management  and  processing  were  performed  using Review Manager (RevMan) 5.0 software (The Nordic Cochrane Centre,  Copenhagen)  and  Stata 11.0  (Stata  Corp,  College Station, Texas, USA).",2,software,10,"I Googled it, and it is a data analysis software."
PMC1933159_MS41,mjsong1201,PMC1933159,inteRNA can employ the following two models forapproximating the total free energy of the joint structure.,4,software,7,"inteRNA is the first program that aims to compute the joint structure prediction of two given RNA sequences through minimizing their total free energy, which, is a function of the topology of the joint structure."
PMC4926940_MS01,mjsong1201,PMC4926940,"Obtained  data  were  subjected  to  statistical analysis  using  SPSS  version  12.0  (SPSS  Inc.,  Chicago, USA).",3,software,9,a software package
PMC3627563_HR03,henryrossiter,PMC3627563,"The benchmark p-distances were generated by anin-house  Perl  script,  using  the  web  file  40  wayEscherichia/Shigellagenomes  alignment  (http://www.biotorrents.net/details.php?id=87)",4,software,10,its a perl script
PMC4819553_CM01,anneclarisse,PMC4819553,Analyses and visualization of data were performed in R (ver-sion 3.1.1) and RStudio (version 0.98.994).,3,software,10,Google
PMC4987885_EK25,evelynkue,PMC4987885,Screenshot of the SL2 results page,4,software,10,Previously determined to be software.
PMC4103437_EK01,evelynkue,PMC4103437,"CLC Genomics Workbench software (CLC bio, Aarhus, Denmark) was used to separately assemble the  C. huegelii  sequences using the default assembly parameters.",1,software,10,Authors call it software.
PMC4586740_TL24,tonyli0409,PMC4586740,"software for comparisons or
uploaded into IPA ",18,software,10,used previously
PMC3322527_CB04,courtneybroderick,PMC3322527,"There were no outliers identiﬁed by dChip, so all samples were carried on for subsequent analysis.",3,software,10,Second mention of dChip.
PMC4407839_AN01,ankimnguyen,PMC4407839,"Confocal stacks were viewed and analyzed using the Janelia Workstation, image-viewing software being developed at Janelia Research Campus (Murphy et al., 2014). ",5,software,10,software has no name.
PMC3198080_FJ03,jasleen29,PMC3198080,"Statistical analyses were performed using Prism V4.02 (GraphPad Software, San Diego, CA)",3,software,10,verified by google
PMC2553567_TL01,tonyli0409,PMC2553567,". The intensities of DNA fragments
were measured on a PhosphoImager, using the
ImageQuant software (Molecular Dynamics, GE Healthcare,
Slough, UK).",2,software,10,word software used
PMC2773253_TL87,tonyli0409,PMC2773253,"data. Their results
are published as XML reports and RSS feeds. The PlayMOBY
description for the QoS presently follows the specifications stated
by the BioWorkflow group (Wessner et al., 2008).",5,software,7,described as tool previously
PMC4362380_CM01,anneclarisse,PMC4362380,"Cells were quantified using Kaluza analysis soft-ware (Beckman Coulter), and the formula provided by the bead manufac-turer was used to calculate the absolute number of cells (Life Technologies Corporation).",8,software,10,Explicitly states that it's software.
PMC4800296_MD01,mrcyndns,PMC4800296,"For  RT–qPCRexperiments, normalised relative gene expression values werecalculated using qBasePLUS software version 1.5 (Biogazelle,Zwijnaarde, Belgium). ",3,software,9,They say its software and they use a version number
PMC3526355_TL05,tonyli0409,PMC3526355,"I. Images were acquired on the confocal
microscope LSM 710 (Carl Zeiss) and processed using the ZEN 2009
(Carl Zeiss) software and DRAW X4 (Corel).",13,software,10,googled
PMC5106397_EK01,evelynkue,PMC5106397,The statistical analysis of the experimental results was made by computer program described by Tallarida and Murray,3,software,6,"It states that the authors used a computer program, which is most likely software. However, it doesn't have a name so we can't look it up and make sure."
PMC1636350_MS114,mjsong1201,PMC1636350,"Ourresults show that MUMMALS based on probabilistic consis-tency   can   perform   better   than   MAFFT,   implying   thatconsistency-based  scoring  function  is  superior  to  weightedsum-of-pairs measures of general substitution matrices.",8,software,10,"They have developed MUMMALS, a program to construct multiple protein sequence alignment using probabilistic consistency."
PMC3246293_JS22,jaskiratsingh23,PMC3246293,"In CARAT,XML layout specificationsfor CRFs are created using
a graphic tool that uses the SOAP web service to pull the question
metadata from the study protocols already in the database.",4,software,10,repetetive use
