article,article_set,coder,no_selections_found,codable,standard_article
PMC3974567,pmc_article,henryrossiter,TRUE,NA,NA
PMC3977165,pmc_article,tonyli0409,TRUE,NA,NA
PMC3977211,pmc_article,anneclarisse,FALSE,NA,NA
PMC3979995,pmc_article,henryrossiter,FALSE,NA,NA
PMC3982819,pmc_article,anneclarisse,FALSE,NA,NA
PMC3983507,pmc_article,oceanwall,FALSE,NA,NA
PMC3984197,pmc_article,carsonbrown19,FALSE,NA,NA
PMC3984304,pmc_article,shruthikrish,TRUE,NA,NA
PMC3984304,pmc_article,raghu-achukola,TRUE,NA,NA
PMC3984761,pmc_article,jackchristen,FALSE,NA,NA
PMC3986336,pmc_article,henryrossiter,TRUE,NA,NA
PMC3986336,pmc_article,mjsong1201,TRUE,NA,NA
PMC3987317,pmc_article,jackchristen,TRUE,NA,NA
PMC3987317,pmc_article,oceanwall,TRUE,NA,NA
PMC3988440,pmc_article,evelynkue,FALSE,NA,NA
PMC3992336,pmc_article,mrcyndns,TRUE,NA,NA
PMC3992336,pmc_article,shruthikrish,TRUE,NA,NA
PMC3992355,pmc_article,jackchristen,TRUE,NA,NA
PMC3994298,pmc_article,ankimnguyen,FALSE,NA,NA
PMC3994306,pmc_article,jackchristen,FALSE,NA,NA
PMC3994435,pmc_article,jackchristen,FALSE,NA,NA
PMC3994517,pmc_article,jackchristen,TRUE,NA,NA
PMC3995242,pmc_article,yashkar,TRUE,NA,NA
PMC3995267,pmc_article,evelynkue,TRUE,NA,NA
PMC3995286,pmc_article,oceanwall,FALSE,NA,NA
PMC3998155,pmc_article,jackchristen,FALSE,NA,NA
PMC3999574,pmc_article,oceanwall,TRUE,NA,NA
PMC3999808,pmc_article,mjsong1201,FALSE,NA,NA
PMC4000167,pmc_article,oceanwall,TRUE,NA,NA
PMC4003544,pmc_article,ankimnguyen,FALSE,NA,NA
PMC4004741,pmc_article,oceanwall,FALSE,NA,NA
PMC4004840,pmc_article,evelynkue,TRUE,NA,NA
PMC4004840,pmc_article,jackchristen,TRUE,NA,NA
PMC4004907,pmc_article,mjsong1201,FALSE,NA,NA
PMC4005350,pmc_article,meganpearson,TRUE,NA,NA
PMC4010924,pmc_article,jackchristen,FALSE,NA,NA
PMC4011927,pmc_article,jackchristen,TRUE,NA,NA
PMC4012374,pmc_article,henryrossiter,TRUE,NA,NA
PMC4012374,pmc_article,oceanwall,TRUE,NA,NA
PMC4012669,pmc_article,tonyli0409,TRUE,NA,NA
PMC4012674,pmc_article,henryrossiter,TRUE,NA,NA
PMC4012704,pmc_article,ankimnguyen,FALSE,NA,NA
PMC4013930,pmc_article,jasleen29,FALSE,NA,NA
PMC4013958,pmc_article,oceanwall,FALSE,NA,NA
PMC4015203,pmc_article,jackchristen,FALSE,NA,NA
PMC4015203,pmc_article,jaskiratsingh23,FALSE,NA,NA
PMC4016806,pmc_article,jaskiratsingh23,FALSE,NA,NA
PMC4017255,pmc_article,henryrossiter,TRUE,NA,NA
PMC4017400,pmc_article,ankimnguyen,TRUE,NA,NA
PMC4017465,pmc_article,jackchristen,TRUE,NA,NA
PMC4017532,pmc_article,mjsong1201,FALSE,NA,NA
PMC4022605,pmc_article,jackchristen,TRUE,NA,NA
PMC4023132,pmc_article,anneclarisse,TRUE,NA,NA
PMC4024980,pmc_article,jasleen29,TRUE,NA,NA
PMC4025139,pmc_article,tonyli0409,TRUE,NA,NA
PMC4025442,pmc_article,ppseguel,FALSE,NA,NA
PMC4025442,pmc_article,henryrossiter,FALSE,NA,NA
PMC4026639,pmc_article,mjsong1201,TRUE,NA,NA
PMC4027673,pmc_article,jackchristen,TRUE,NA,NA
PMC4027710,pmc_article,carsonbrown19,FALSE,NA,NA
PMC4027805,pmc_article,evelynkue,FALSE,NA,NA
PMC4027853,pmc_article,evelynkue,FALSE,NA,NA
PMC4027884,pmc_article,raghu-achukola,FALSE,NA,NA
PMC4027884,pmc_article,shruthikrish,FALSE,NA,NA
PMC4031863,pmc_article,ankimnguyen,TRUE,NA,NA
PMC4036597,pmc_article,henryrossiter,TRUE,NA,NA
PMC4037998,pmc_article,jasleen29,TRUE,NA,NA
PMC4038421,pmc_article,yashkar,FALSE,NA,NA
PMC4039861,pmc_article,jackchristen,FALSE,NA,NA
PMC4040663,pmc_article,sahilshahh,FALSE,NA,NA
PMC4040663,pmc_article,carsonbrown19,FALSE,NA,NA
PMC4041307,pmc_article,raghu-achukola,TRUE,NA,NA
PMC4041307,pmc_article,shruthikrish,TRUE,NA,NA
PMC4042634,pmc_article,jasleen29,FALSE,NA,NA
PMC4046132,pmc_article,brentbiglin,TRUE,NA,NA
PMC4046237,pmc_article,henryrossiter,TRUE,NA,NA
PMC4047866,pmc_article,ankimnguyen,FALSE,NA,NA
PMC4049090,pmc_article,anneclarisse,FALSE,NA,NA
PMC4049731,pmc_article,chimaezirim,FALSE,NA,NA
PMC4050386,pmc_article,evelynkue,FALSE,NA,NA
PMC4054524,pmc_article,jasleen29,FALSE,NA,NA
PMC4057327,pmc_article,mrcyndns,FALSE,NA,NA
PMC4057327,pmc_article,shruthikrish,FALSE,NA,NA
PMC4059915,pmc_article,henryrossiter,TRUE,NA,NA
PMC4060489,pmc_article,jasleen29,TRUE,NA,NA
PMC4061544,pmc_article,carsonbrown19,TRUE,NA,NA
PMC4061544,pmc_article,jackchristen,TRUE,NA,NA
PMC4062317,pmc_article,sehreenali,FALSE,NA,NA
PMC4062317,pmc_article,mjsong1201,FALSE,NA,NA
PMC4062531,pmc_article,ankimnguyen,TRUE,NA,NA
PMC4062930,pmc_article,carsonbrown19,FALSE,NA,NA
PMC4063356,pmc_article,brentbiglin,FALSE,NA,NA
PMC4064952,pmc_article,jasleen29,TRUE,NA,NA
PMC4064952,pmc_article,henryrossiter,TRUE,NA,NA
PMC4066774,pmc_article,mjsong1201,FALSE,NA,NA
PMC4066774,pmc_article,anneclarisse,FALSE,NA,NA
PMC4068285,pmc_article,jackchristen,FALSE,NA,NA
PMC4069613,pmc_article,henryrossiter,FALSE,NA,NA
PMC4073352,pmc_article,henryrossiter,FALSE,NA,NA
PMC4073488,pmc_article,oceanwall,TRUE,NA,NA
PMC4074181,pmc_article,ankimnguyen,TRUE,NA,NA
PMC4075797,pmc_article,mjsong1201,TRUE,NA,NA
PMC4075797,pmc_article,evelynkue,TRUE,NA,NA
PMC4075826,pmc_article,jackchristen,TRUE,NA,NA
PMC4075858,pmc_article,shruthikrish,TRUE,NA,NA
PMC4075858,pmc_article,brentbiglin,TRUE,NA,NA
PMC4075875,pmc_article,henryrossiter,TRUE,NA,NA
PMC4078681,pmc_article,jackchristen,FALSE,NA,NA
PMC4078747,pmc_article,tonyli0409,TRUE,NA,NA
PMC4079819,pmc_article,evelynkue,TRUE,NA,NA
PMC4080211,pmc_article,shruthikrish,TRUE,NA,NA
PMC4080211,pmc_article,raghu-achukola,TRUE,NA,NA
PMC4083667,pmc_article,evelynkue,TRUE,NA,NA
PMC4085351,pmc_article,henryrossiter,TRUE,NA,NA
PMC4086006,pmc_article,jaskiratsingh23,TRUE,NA,NA
PMC4086007,pmc_article,jasleen29,TRUE,NA,NA
PMC4091090,pmc_article,jackchristen,TRUE,NA,NA
PMC4091108,pmc_article,jasleen29,FALSE,NA,NA
PMC4092186,pmc_article,oceanwall,TRUE,NA,NA
PMC4092349,pmc_article,jackchristen,TRUE,NA,NA
PMC4093164,pmc_article,anneclarisse,FALSE,NA,NA
PMC4093267,pmc_article,evelynkue,FALSE,NA,NA
PMC4093655,pmc_article,jackchristen,TRUE,NA,NA
PMC4093824,pmc_article,anneclarisse,FALSE,NA,NA
PMC4094575,pmc_article,yashkar,FALSE,NA,NA
PMC4097190,pmc_article,tonyli0409,TRUE,NA,NA
PMC4097343,pmc_article,jasleen29,TRUE,NA,NA
PMC4097343,pmc_article,brentbiglin,FALSE,NA,NA
PMC4100690,pmc_article,anneclarisse,TRUE,NA,NA
PMC4100845,pmc_article,brentbiglin,TRUE,NA,NA
PMC4101108,pmc_article,yashkar,TRUE,NA,NA
PMC4101108,pmc_article,oceanwall,TRUE,NA,NA
PMC4101770,pmc_article,tonyli0409,TRUE,NA,NA
PMC4102165,pmc_article,realrichardparker,FALSE,NA,NA
PMC4103437,pmc_article,evelynkue,FALSE,NA,NA
PMC4103605,pmc_article,oceanwall,FALSE,NA,NA
PMC4103605,pmc_article,mjsong1201,FALSE,NA,NA
PMC4104102,pmc_article,meganpearson,TRUE,NA,NA
PMC4104109,pmc_article,anneclarisse,TRUE,NA,NA
PMC4105802,pmc_article,tonyli0409,FALSE,NA,NA
PMC4107219,pmc_article,jackchristen,TRUE,NA,NA
PMC4107842,pmc_article,henryrossiter,FALSE,NA,NA
PMC4108255,pmc_article,mrcyndns,TRUE,NA,NA
PMC4108947,pmc_article,jackchristen,TRUE,NA,NA
PMC4111068,pmc_article,jcsick,TRUE,NA,NA
PMC4112233,pmc_article,oceanwall,FALSE,NA,NA
PMC4117150,pmc_article,henryrossiter,TRUE,NA,NA
PMC4120377,pmc_article,jackchristen,FALSE,NA,NA
PMC4120417,pmc_article,evelynkue,FALSE,NA,NA
PMC4122291,pmc_article,jcsick,FALSE,NA,NA
PMC4123385,pmc_article,henryrossiter,FALSE,NA,NA
PMC4128692,pmc_article,mjsong1201,FALSE,NA,NA
PMC4128792,pmc_article,caifand,FALSE,NA,NA
PMC4130509,pmc_article,anneclarisse,TRUE,NA,NA
PMC4131081,pmc_article,jaskiratsingh23,FALSE,NA,NA
PMC4132736,pmc_article,ankimnguyen,TRUE,NA,NA
PMC4133065,pmc_article,ankimnguyen,FALSE,NA,NA
PMC4133215,pmc_article,mjsong1201,TRUE,NA,NA
PMC4133965,pmc_article,jackchristen,TRUE,NA,NA
PMC4134488,pmc_article,jasleen29,TRUE,NA,NA
PMC4134488,pmc_article,oceanwall,TRUE,NA,NA
PMC4135079,pmc_article,jasleen29,FALSE,NA,NA
PMC4138420,pmc_article,henryrossiter,FALSE,NA,NA
PMC4141976,pmc_article,jaskiratsingh23,TRUE,NA,NA
PMC4146730,pmc_article,anneclarisse,FALSE,NA,NA
PMC4147369,pmc_article,jackchristen,FALSE,NA,NA
PMC4147629,pmc_article,jcsick,TRUE,NA,NA
PMC4147741,pmc_article,mjsong1201,TRUE,NA,NA
PMC4148562,pmc_article,mjsong1201,TRUE,NA,NA
PMC4150201,pmc_article,realrichardparker,FALSE,NA,NA
PMC4150213,pmc_article,jackchristen,FALSE,NA,NA
PMC4150658,pmc_article,carsonbrown19,TRUE,NA,NA
PMC4152993,pmc_article,tonyli0409,FALSE,NA,NA
PMC4152993,pmc_article,monicacho92,FALSE,NA,NA
PMC4152993,pmc_article,jackchristen,FALSE,NA,NA
PMC4152993,pmc_article,jlcohoon,FALSE,NA,NA
PMC4152993,pmc_article,ctjoe,FALSE,NA,NA
PMC4152993,pmc_article,caifand,FALSE,NA,NA
PMC4153088,pmc_article,ankimnguyen,FALSE,NA,NA
PMC4153526,pmc_article,anneclarisse,FALSE,NA,NA
PMC4153526,pmc_article,carsonbrown19,FALSE,NA,NA
PMC4155134,pmc_article,jackchristen,TRUE,NA,NA
PMC4155733,pmc_article,jackchristen,TRUE,NA,NA
PMC4155859,pmc_article,jackchristen,TRUE,NA,NA
PMC4157927,pmc_article,ambermomin,FALSE,NA,NA
PMC4157998,pmc_article,jackchristen,TRUE,NA,NA
PMC4160583,pmc_article,mrcyndns,FALSE,NA,NA
PMC4162729,pmc_article,mjsong1201,FALSE,NA,NA
PMC4162729,pmc_article,ctjoe,FALSE,NA,NA
PMC4163596,pmc_article,shruthikrish,TRUE,NA,NA
PMC4163596,pmc_article,mjsong1201,TRUE,NA,NA
PMC4163634,pmc_article,brentbiglin,FALSE,NA,NA
PMC4163634,pmc_article,mrcyndns,FALSE,NA,NA
PMC4163670,pmc_article,henryrossiter,TRUE,NA,NA
PMC4163887,pmc_article,oceanwall,TRUE,NA,NA
PMC4164721,pmc_article,oceanwall,FALSE,NA,NA
PMC4164725,pmc_article,oceanwall,FALSE,NA,NA
PMC4165303,pmc_article,mjsong1201,TRUE,NA,NA
PMC4166139,pmc_article,anneclarisse,FALSE,NA,NA
PMC4166385,pmc_article,anneclarisse,TRUE,NA,NA
PMC4168877,pmc_article,sehreenali,TRUE,NA,NA
PMC4173757,pmc_article,mjsong1201,FALSE,NA,NA
PMC4174108,pmc_article,courtneybroderick,TRUE,NA,NA
PMC4174131,pmc_article,jackchristen,FALSE,NA,NA
PMC4174215,pmc_article,realrichardparker,FALSE,NA,NA
PMC4176174,pmc_article,jackchristen,FALSE,NA,NA
PMC4178280,pmc_article,carsonbrown19,TRUE,NA,NA
PMC4181210,pmc_article,henryrossiter,FALSE,NA,NA
PMC4181735,pmc_article,evelynkue,FALSE,NA,NA
PMC4182354,pmc_article,brentbiglin,FALSE,NA,NA
PMC4182815,pmc_article,realrichardparker,FALSE,NA,NA
PMC4182969,pmc_article,evelynkue,TRUE,NA,NA
PMC4182997,pmc_article,jasleen29,FALSE,NA,NA
PMC4183043,pmc_article,jackchristen,FALSE,NA,NA
PMC4183043,pmc_article,jasleen29,FALSE,NA,NA
PMC4183238,pmc_article,henryrossiter,FALSE,NA,NA
PMC4184041,pmc_article,jasleen29,TRUE,NA,NA
PMC4184560,pmc_article,oceanwall,FALSE,NA,NA
PMC4184729,pmc_article,oceanwall,TRUE,NA,NA
PMC4185156,pmc_article,henryrossiter,TRUE,NA,NA
PMC4188109,pmc_article,carsonbrown19,FALSE,NA,NA
PMC4189225,pmc_article,jackchristen,FALSE,NA,NA
PMC4189227,pmc_article,mjsong1201,FALSE,NA,NA
PMC4190887,pmc_article,anneclarisse,TRUE,NA,NA
PMC4192806,pmc_article,realrichardparker,TRUE,NA,NA
PMC4192829,pmc_article,mrcyndns,TRUE,NA,NA
PMC4196871,pmc_article,mjsong1201,TRUE,NA,NA
PMC4198632,pmc_article,sahilshahh,FALSE,NA,NA
PMC4198632,pmc_article,ctjoe,FALSE,NA,NA
PMC4198896,pmc_article,realrichardparker,TRUE,NA,NA
PMC4198906,pmc_article,ankimnguyen,TRUE,NA,NA
PMC4201231,pmc_article,sehreenali,TRUE,NA,NA
PMC4201231,pmc_article,brentbiglin,FALSE,NA,NA
PMC4204415,pmc_article,jackchristen,TRUE,NA,NA
PMC4205716,pmc_article,carsonbrown19,FALSE,NA,NA
PMC4206141,pmc_article,courtneybroderick,TRUE,NA,NA
PMC4206560,pmc_article,ankimnguyen,TRUE,NA,NA
PMC4206820,pmc_article,jasleen29,TRUE,NA,NA
PMC4208630,pmc_article,carsonbrown19,TRUE,NA,NA
PMC4208687,pmc_article,mrcyndns,FALSE,NA,NA
PMC4210416,pmc_article,henryrossiter,FALSE,NA,NA
PMC4210749,pmc_article,jackchristen,TRUE,NA,NA
PMC4210749,pmc_article,anneclarisse,TRUE,NA,NA
PMC4212086,pmc_article,ankimnguyen,FALSE,NA,NA
PMC4213536,pmc_article,yashkar,FALSE,NA,NA
PMC4213536,pmc_article,anneclarisse,FALSE,NA,NA
PMC4213703,pmc_article,mjsong1201,FALSE,NA,NA
PMC4213703,pmc_article,sahilshahh,FALSE,NA,NA
PMC4213841,pmc_article,evelynkue,TRUE,NA,NA
PMC4214777,pmc_article,henryrossiter,TRUE,NA,NA
PMC4214812,pmc_article,realrichardparker,FALSE,NA,NA
PMC4214970,pmc_article,brentbiglin,FALSE,NA,NA
PMC4214970,pmc_article,yashkar,FALSE,NA,NA
PMC4214979,pmc_article,jackchristen,TRUE,NA,NA
PMC4215532,pmc_article,jasleen29,FALSE,NA,NA
PMC4215594,pmc_article,anneclarisse,FALSE,NA,NA
PMC4216388,pmc_article,oceanwall,TRUE,NA,NA
PMC4216798,pmc_article,evelynkue,FALSE,NA,NA
PMC4216975,pmc_article,jackchristen,TRUE,NA,NA
PMC4219874,pmc_article,carsonbrown19,FALSE,NA,NA
PMC4220282,pmc_article,carsonbrown19,TRUE,NA,NA
PMC4221315,pmc_article,carsonbrown19,FALSE,NA,NA
PMC4221951,pmc_article,jackchristen,FALSE,NA,NA
PMC4225296,pmc_article,mjsong1201,FALSE,NA,NA
PMC4225645,pmc_article,oceanwall,FALSE,NA,NA
PMC4225645,pmc_article,yashkar,FALSE,NA,NA
PMC4230595,pmc_article,henryrossiter,FALSE,NA,NA
PMC4230620,pmc_article,mjsong1201,FALSE,NA,NA
PMC4230620,pmc_article,brentbiglin,FALSE,NA,NA
PMC4230779,pmc_article,yashkar,TRUE,NA,NA
PMC4231936,pmc_article,jackchristen,FALSE,NA,NA
PMC4234239,pmc_article,mjsong1201,FALSE,NA,NA
PMC4234332,pmc_article,jackchristen,FALSE,NA,NA
PMC4236336,pmc_article,henryrossiter,FALSE,NA,NA
PMC4237171,pmc_article,henryrossiter,TRUE,NA,NA
PMC4240489,pmc_article,jasleen29,FALSE,NA,NA
PMC4241901,pmc_article,jackchristen,FALSE,NA,NA
PMC4242897,pmc_article,evelynkue,FALSE,NA,NA
PMC4244678,pmc_article,jasleen29,TRUE,NA,NA
PMC4250666,pmc_article,jackchristen,FALSE,NA,NA
PMC4251217,pmc_article,carsonbrown19,FALSE,NA,NA
PMC4255760,pmc_article,realrichardparker,FALSE,NA,NA
PMC4257079,pmc_article,jaskiratsingh23,FALSE,NA,NA
PMC4258652,pmc_article,henryrossiter,TRUE,NA,NA
PMC4259556,pmc_article,jackchristen,FALSE,NA,NA
PMC4261519,pmc_article,henryrossiter,FALSE,NA,NA
PMC4262886,pmc_article,yashkar,TRUE,NA,NA
PMC4264042,pmc_article,henryrossiter,FALSE,NA,NA
PMC4264456,pmc_article,yashkar,FALSE,NA,NA
PMC4265209,pmc_article,mjsong1201,FALSE,NA,NA
PMC4266938,pmc_article,evelynkue,FALSE,NA,NA
PMC4267110,pmc_article,mjsong1201,FALSE,NA,NA
PMC4268474,pmc_article,anneclarisse,TRUE,NA,NA
PMC4269546,pmc_article,mjsong1201,FALSE,NA,NA
PMC4271550,pmc_article,oceanwall,FALSE,NA,NA
PMC4272497,pmc_article,henryrossiter,FALSE,NA,NA
PMC4272508,pmc_article,mjsong1201,FALSE,NA,NA
PMC4272955,pmc_article,carsonbrown19,TRUE,NA,NA
PMC4272966,pmc_article,mjsong1201,TRUE,NA,NA
PMC4272966,pmc_article,shruthikrish,TRUE,NA,NA
PMC4273011,pmc_article,anneclarisse,TRUE,NA,NA
PMC4273078,pmc_article,jasleen29,FALSE,NA,NA
PMC4274470,pmc_article,mjsong1201,FALSE,NA,NA
PMC4274470,pmc_article,raghu-achukola,FALSE,NA,NA
PMC4275667,pmc_article,jasleen29,TRUE,NA,NA
PMC4276086,pmc_article,jasleen29,TRUE,NA,NA
PMC4276895,pmc_article,ppseguel,FALSE,NA,NA
PMC4276901,pmc_article,jackchristen,TRUE,NA,NA
PMC4278522,pmc_article,carsonbrown19,TRUE,NA,NA
PMC4278978,pmc_article,anneclarisse,TRUE,NA,NA
PMC4278978,pmc_article,sehreenali,TRUE,NA,NA
PMC4280383,pmc_article,jackchristen,TRUE,NA,NA
PMC4280397,pmc_article,evelynkue,FALSE,NA,NA
PMC4280409,pmc_article,ppseguel,TRUE,NA,NA
PMC4280422,pmc_article,brentbiglin,FALSE,NA,NA
PMC4280825,pmc_article,ankimnguyen,FALSE,NA,NA
PMC4280887,pmc_article,sahilshahh,FALSE,NA,NA
PMC4280887,pmc_article,oceanwall,FALSE,NA,NA
PMC4282059,pmc_article,carsonbrown19,FALSE,NA,NA
PMC4282590,pmc_article,realrichardparker,TRUE,NA,NA
PMC4283627,pmc_article,evelynkue,FALSE,NA,NA
PMC4283880,pmc_article,jackchristen,FALSE,NA,NA
PMC4283970,pmc_article,oceanwall,TRUE,NA,NA
PMC4286670,pmc_article,tonyli0409,TRUE,NA,NA
PMC4286759,pmc_article,mjsong1201,FALSE,NA,NA
PMC4286908,pmc_article,jaskiratsingh23,TRUE,NA,NA
PMC4286908,pmc_article,jcsick,TRUE,NA,NA
PMC4286920,pmc_article,jasleen29,TRUE,NA,NA
PMC4289991,pmc_article,anneclarisse,TRUE,NA,NA
PMC4292688,pmc_article,sahilshahh,FALSE,NA,NA
PMC4293297,pmc_article,ankimnguyen,TRUE,NA,NA
PMC4293555,pmc_article,jackchristen,TRUE,NA,NA
PMC4293885,pmc_article,henryrossiter,TRUE,NA,NA
PMC4295038,pmc_article,henryrossiter,TRUE,NA,NA
PMC4295040,pmc_article,brentbiglin,TRUE,NA,NA
PMC4295040,pmc_article,shruthikrish,TRUE,NA,NA
PMC4295041,pmc_article,jackchristen,TRUE,NA,NA
PMC4295041,pmc_article,anneclarisse,TRUE,NA,NA
PMC4295086,pmc_article,jackchristen,FALSE,NA,NA
PMC4295086,pmc_article,evelynkue,FALSE,NA,NA
PMC4296915,pmc_article,mrcyndns,FALSE,NA,NA
PMC4299502,pmc_article,henryrossiter,FALSE,NA,NA
PMC4300884,pmc_article,jackchristen,TRUE,NA,NA
PMC4301226,pmc_article,jackchristen,TRUE,NA,NA
PMC4301232,pmc_article,jaskiratsingh23,FALSE,NA,NA
PMC4302187,pmc_article,jackchristen,TRUE,NA,NA
PMC4302498,pmc_article,ambermomin,TRUE,NA,NA
PMC4303280,pmc_article,jackchristen,FALSE,NA,NA
PMC4303630,pmc_article,courtneybroderick,FALSE,NA,NA
PMC4304516,pmc_article,anneclarisse,FALSE,NA,NA
PMC4304534,pmc_article,evelynkue,FALSE,NA,NA
PMC4306576,pmc_article,jcsick,FALSE,NA,NA
PMC4306576,pmc_article,jackchristen,FALSE,NA,NA
PMC4307762,pmc_article,henryrossiter,FALSE,NA,NA
PMC4309330,pmc_article,sahilshahh,FALSE,NA,NA
PMC4309330,pmc_article,courtneybroderick,FALSE,NA,NA
PMC4309346,pmc_article,henryrossiter,TRUE,NA,NA
PMC4309350,pmc_article,henryrossiter,TRUE,NA,NA
PMC4310345,pmc_article,carsonbrown19,TRUE,NA,NA
PMC4310345,pmc_article,mjsong1201,TRUE,NA,NA
PMC4310378,pmc_article,yashkar,FALSE,NA,NA
PMC4310406,pmc_article,sahilshahh,FALSE,NA,NA
PMC4313447,pmc_article,henryrossiter,FALSE,NA,NA
PMC4314705,pmc_article,jcsick,TRUE,NA,NA
PMC4316217,pmc_article,jasleen29,TRUE,NA,NA
PMC4316942,pmc_article,anneclarisse,FALSE,NA,NA
PMC4317227,pmc_article,oceanwall,TRUE,NA,NA
PMC4317475,pmc_article,courtneybroderick,FALSE,NA,NA
PMC4322207,pmc_article,henryrossiter,FALSE,NA,NA
PMC4323784,pmc_article,tonyli0409,FALSE,NA,NA
PMC4327276,pmc_article,henryrossiter,FALSE,NA,NA
PMC4327461,pmc_article,jackchristen,TRUE,NA,NA
PMC4327489,pmc_article,ppseguel,FALSE,NA,NA
PMC4327489,pmc_article,sahilshahh,FALSE,NA,NA
PMC4327700,pmc_article,mjsong1201,TRUE,NA,NA
PMC4327700,pmc_article,realrichardparker,TRUE,NA,NA
PMC4330027,pmc_article,jackchristen,TRUE,NA,NA
PMC4331978,pmc_article,anneclarisse,FALSE,NA,NA
PMC4333854,pmc_article,yashkar,TRUE,NA,NA
PMC4334998,pmc_article,courtneybroderick,TRUE,NA,NA
PMC4336664,pmc_article,oceanwall,TRUE,NA,NA
PMC4338086,pmc_article,mjsong1201,FALSE,NA,NA
PMC4340040,pmc_article,evelynkue,TRUE,NA,NA
PMC4342779,pmc_article,jackchristen,TRUE,NA,NA
PMC4345635,pmc_article,evelynkue,TRUE,NA,NA
PMC4345638,pmc_article,brentbiglin,TRUE,NA,NA
PMC4345638,pmc_article,shruthikrish,FALSE,NA,NA
PMC4345719,pmc_article,anneclarisse,FALSE,NA,NA
PMC4345725,pmc_article,mrcyndns,FALSE,NA,NA
PMC4345972,pmc_article,jasleen29,FALSE,NA,NA
PMC4350044,pmc_article,evelynkue,TRUE,NA,NA
PMC4350160,pmc_article,henryrossiter,FALSE,NA,NA
PMC4351325,pmc_article,henryrossiter,TRUE,NA,NA
PMC4352917,pmc_article,henryrossiter,FALSE,NA,NA
PMC4353272,pmc_article,jackchristen,TRUE,NA,NA
PMC4354499,pmc_article,mjsong1201,FALSE,NA,NA
PMC4354499,pmc_article,realrichardparker,FALSE,NA,NA
PMC4354519,pmc_article,caifand,FALSE,NA,NA
PMC4355434,pmc_article,ambermomin,FALSE,NA,NA
PMC4356689,pmc_article,jasleen29,FALSE,NA,NA
PMC4357677,pmc_article,jackchristen,FALSE,NA,NA
PMC4357732,pmc_article,jackchristen,FALSE,NA,NA
PMC4360221,pmc_article,oceanwall,FALSE,NA,NA
PMC4360353,pmc_article,henryrossiter,TRUE,NA,NA
PMC4360915,pmc_article,vsanchana,FALSE,NA,NA
PMC4361860,pmc_article,evelynkue,FALSE,NA,NA
PMC4362380,pmc_article,anneclarisse,FALSE,NA,NA
PMC4366701,pmc_article,shruthikrish,FALSE,NA,NA
PMC4366701,pmc_article,mjsong1201,FALSE,NA,NA
PMC4366970,pmc_article,henryrossiter,TRUE,NA,NA
PMC4368133,pmc_article,ankimnguyen,TRUE,NA,NA
PMC4368859,pmc_article,jackchristen,FALSE,NA,NA
PMC4368859,pmc_article,mjsong1201,FALSE,NA,NA
PMC4368909,pmc_article,courtneybroderick,FALSE,NA,NA
PMC4370016,pmc_article,ankimnguyen,TRUE,NA,NA
PMC4371237,pmc_article,henryrossiter,TRUE,NA,NA
PMC4371379,pmc_article,evelynkue,TRUE,NA,NA
PMC4371439,pmc_article,yashkar,TRUE,NA,NA
PMC4374707,pmc_article,jackchristen,FALSE,NA,NA
PMC4374707,pmc_article,oceanwall,FALSE,NA,NA
PMC4375646,pmc_article,yashkar,FALSE,NA,NA
PMC4376262,pmc_article,sehreenali,FALSE,NA,NA
PMC4377530,pmc_article,shruthikrish,FALSE,NA,NA
PMC4377530,pmc_article,brentbiglin,TRUE,NA,NA
PMC4380214,pmc_article,courtneybroderick,FALSE,NA,NA
PMC4380914,pmc_article,henryrossiter,TRUE,NA,NA
PMC4380950,pmc_article,mjsong1201,TRUE,NA,NA
PMC4380950,pmc_article,sahilshahh,TRUE,NA,NA
PMC4381901,pmc_article,evelynkue,TRUE,NA,NA
PMC4384862,pmc_article,henryrossiter,FALSE,NA,NA
PMC4385725,pmc_article,oceanwall,FALSE,NA,NA
PMC4386073,pmc_article,jackchristen,TRUE,NA,NA
PMC4386214,pmc_article,henryrossiter,FALSE,NA,NA
PMC4386318,pmc_article,mjsong1201,FALSE,NA,NA
PMC4386563,pmc_article,courtneybroderick,FALSE,NA,NA
PMC4387465,pmc_article,jackchristen,TRUE,NA,NA
PMC4387613,pmc_article,henryrossiter,FALSE,NA,NA
PMC4387617,pmc_article,jackchristen,TRUE,NA,NA
PMC4388098,pmc_article,tonyli0409,FALSE,NA,NA
PMC4388951,pmc_article,oceanwall,FALSE,NA,NA
PMC4389438,pmc_article,oceanwall,FALSE,NA,NA
PMC4389527,pmc_article,jasleen29,TRUE,NA,NA
PMC4389529,pmc_article,shruthikrish,FALSE,NA,NA
PMC4389529,pmc_article,mjsong1201,FALSE,NA,NA
PMC4390742,pmc_article,jackchristen,TRUE,NA,NA
PMC4392365,pmc_article,jasleen29,TRUE,NA,NA
PMC4395660,pmc_article,mjsong1201,TRUE,NA,NA
PMC4396889,pmc_article,mjsong1201,TRUE,NA,NA
PMC4396889,pmc_article,brentbiglin,TRUE,NA,NA
PMC4396969,pmc_article,mrcyndns,FALSE,NA,NA
PMC4396969,pmc_article,mjsong1201,FALSE,NA,NA
PMC4397380,pmc_article,realrichardparker,FALSE,NA,NA
PMC4399784,pmc_article,jackchristen,FALSE,NA,NA
PMC4401356,pmc_article,yashkar,FALSE,NA,NA
PMC4401865,pmc_article,jcsick,FALSE,NA,NA
