id,origin,DOI,PMID,PMCID
b552eae2ad,PMC4832946,10.4103/0366-6999.155086,25881600,PMC4832946
d7e69d135b,PMC4913653,10.1111/jvim.13663,26578464,PMC4913653
e8dacb168e,PMC3296922,10.4162/nrp.2012.6.1.45,22413040,PMC3296922
d5a20ab388,PMC4174131,10.1136/heartjnl-2014-305564,24780911,PMC4174131
c170b04ccf,PMC3386500,10.2174/1874306401206010034,22754598,PMC3386500
c14beab48c,PMC5010096,10.1177/0271678x16651268,27270266,PMC5010096
e0376064c6,PMC5466216,10.1097/md.0000000000007043,28591038,PMC5466216
cb3c123bbe,PMC3384331,10.1093/nar/gks215,22396526,PMC3384331
ed32a5c26b,PMC3768479,,,PMC3768479
fb11a3ca30,PMC3132874,10.1128/mbio.00044-11,21750120,PMC3132874
d0872990c0,10.1086%2Fma.20.3585423,10.3386/w11523,,
ca61476227,PMC3655304,10.3348/kjr.2013.14.3.477,23690717,PMC3655304
e2ef561860,PMC5348138,10.1097/md.0000000000006000,28225488,PMC5348138
b1edfa2652,PMC2956241,,,PMC2956241
cbf1cdb083,PMC4568189,,,PMC4568189
b31af5f99f,PMC4183043,,,PMC4183043
f28ff52afc,PMC5220168,10.1016/j.redox.2016.12.013,28064117,PMC5220168
a90d4f8d1d,PMC4574835,10.1111/bcp.12639,25819132,PMC4574835
ccac5e11d1,PMC2722173,10.1084/jem20082118,,PMC2722173
b93ddcd180,PMC2556094,10.1038/emboj.2008.190,18818696,PMC2556094
e9c5918386,PMC3898763,10.2337/dc13-0933,24101701,PMC3898763
cbf62714d6,PMC5292639,10.1002/ehf2.12122,28217309,PMC5292639
ecc2404bb9,PMC4651396,10.1259/bjr.20150143,26110204,PMC4651396
e2101746eb,PMC3902401,10.1136/bmjopen-2013-004283,24441058,PMC3902401
f0e7653b5f,PMC5023377,10.1038/mt.2016.104,27203442,PMC5023377
daf49c116e,PMC3611748,10.6061/clinics/2013(03)oa15,23644859,PMC3611748
d9adaee444,PMC3273808,10.1093/nar/gkr812,21976731,PMC3273808
fc27dfe74a,PMC3770329,10.1038/cdd.2013.69,23787996,PMC3770329
da2082a4c2,PMC4644632,10.5812/hepatmon.30655,26587036,PMC4644632
f297bd49f6,PMC3758215,10.2147/ott.s50039,24009425,PMC3758215
fd1d734592,PMC5223687,10.1136/bmjopen-2016-012812,28003289,PMC5223687
bb53f0a4b5,10.1086%2F654078,10.3386/w2589,,
b9afd0e9b0,PMC4618831,10.1016/j.stemcr.2015.07.002,26235891,PMC4618831
c65d4ff9bf,PMC5440848,10.1016/j.bonr.2016.10.005,28580402,PMC5440848
ecd07e900a,10.1257%2Fjep.31.2.211,10.1257/jep.31.2.211,,
c4247eb73f,PMC4399784,10.2147/amep.s78604,25914564,PMC4399784
d1228a3554,PMC3200513,10.4048/jbc.2011.14.3.185,22031799,PMC3200513
f8d5326d10,PMC3998155,10.5935/abc.20130130,23821406,PMC3998155
ce499cc1f2,PMC4411514,10.4110/in.2015.15.2.91,25922598,PMC4411514
f8f8887979,10.1111%2Ftwec.12539,10.1111/twec.12539,,
e3dde46057,PMC4799566,10.4103/0366-6999.174501,26831224,PMC4799566
c83136e356,PMC4812504,,,PMC4812504
d6b425947c,PMC4049090,10.1016/j.gpb.2013.10.002,24316330,PMC4049090
d6c25e6117,PMC3977211,,,PMC3977211
b7ef362f87,PMC5138571,10.3946/kjme.2016.41,27907982,PMC5138571
c00d6ac082,PMC3532996,10.1136/bmjopen-2012-001602,23117566,PMC3532996
b71a5e69f7,PMC2241875,10.1093/nar/gkm1143,18187509,PMC2241875
e7467cc6ac,PMC3837047,10.2337/db13-0656,23863814,PMC3837047
e0cc8fd87a,PMC5314818,10.1530/ec-16-0077,27856496,PMC5314818
db9f2ea3b0,PMC3448398,,,PMC3448398
a71efb9ac8,10.1111%2Fj.1530-9134.2009.00228.x,10.1111/j.1530-9134.2009.00228.x,,
e7f647dbe3,PMC4927739,10.3791/53872,27285177,PMC4927739
d2ddee9af5,10.1111%2Fcoep.12177,10.1111/coep.12177,,
e23adb0b2c,PMC4853038,10.1080/19336918.2015.1093720,26853155,PMC4853038
ad11d043a5,PMC4286759,10.1038/srep07683,25567662,PMC4286759
f086b414fd,PMC3255244,10.1038/bcj.2011.11,22829136,PMC3255244
c877cb6726,10.1111%2F1467-8462.12246,10.1111/1467-8462.12246,,
d0b6d7a0aa,PMC4913543,10.2147/ott.s104734,27366086,PMC4913543
ee1f8a0794,PMC4675898,10.1093/pcp/pcv146,26443375,PMC4675898
ecb42a8c5d,10.1007%2Fs10842-014-0187-z,10.1007/s10842-014-0187-z,,
df97e93355,PMC4501418,10.1590/0074-02760140441,26018451,PMC4501418
b308e79ccf,PMC1933234,10.1093/nar/gkm360,17537822,PMC1933234
a5deab2db7,PMC4205716,10.3349/ymj.2014.55.6.1729,25323913,PMC4205716
b5414f751f,PMC3049466,10.1038/jcbfm.2010.158,20859293,PMC3049466
e633f0d49f,10.1590%2Fs0034-71402003000400011,10.1590/s0034-71402003000400011,,
bb055abbe0,PMC4707405,10.15537/smj.2015.12.12622,26620991,PMC4707405
f7fd92f369,PMC3025493,10.1042/bc20100111,21091437,PMC3025493
f0c5ed0da2,PMC5084642,10.1097/jom.0000000000000874,27820762,PMC5084642
afa5ae4705,PMC2919713,10.1093/nar/gkq209,20371520,PMC2919713
f45e4c5cda,PMC4317475,10.4162/nrp.2015.9.1.22,25671064,PMC4317475
f4617f77ae,PMC5009042,10.5792/ksrr.2016.28.3.188,27595071,PMC5009042
f519737021,PMC4631805,10.1128/mbio.01741-15,26530386,PMC4631805
f55d17f09f,10.1257%2Faer.p20161124,10.1257/aer.p20161124,27231399,PMC4876811
eca16cd71c,PMC5324669,10.1111/apa.13683,27886403,PMC5324669
de186b4ceb,PMC4327276,10.1590/s1678-77572008000100006,19089285,PMC4327276
baa1a749d7,PMC4166139,10.1136/bmjopen-2014-006304,25227632,PMC4166139
a3bede9147,PMC5244966,10.3892/ol.2016.5424,28123522,PMC5244966
f8ae229910,PMC5402591,10.1097/md.0000000000004856,27631248,PMC5402591
ba3950a561,PMC4766201,10.1007/s00520-015-2950-z,26404861,PMC4766201
da8a45d63e,10.2307%2F3585311,10.1162/08893360052471455,,
b832d821d4,PMC3177208,10.1093/nar/gkr470,21666256,PMC3177208
f726eef535,PMC5084670,10.1111/cas.13022,27467121,PMC5084670
ca2a999e61,PMC4792979,10.1589/jpts.28.392,27064260,PMC4792979
df458f2bc2,PMC3836143,10.2337/dc13-0718,24130354,PMC3836143
e717443e55,PMC2963841,,,PMC2963841
cca19de035,PMC4727475,10.5812/traumamon.28202,26839867,PMC4727475
e261ca0790,PMC4567233,10.2147/tcrm.s91618,26379440,PMC4567233
a15ab3b141,PMC4720847,10.4070/kcj.2016.46.1.33,26798383,PMC4720847
a14ab770cd,PMC4259556,10.2147/clep.s69660,25506247,PMC4259556
c3d6b56ad4,10.1111%2Fecin.12086,10.1111/ecin.12086,,
ba4159a927,PMC2781407,10.1074/jbc.m109.059345,19710022,PMC2781407
aa1ff80cb2,PMC4389529,10.5935/1678-9741.20140055,25859862,PMC4389529
e0376d5d85,PMC4857864,10.9758/cpn.2016.14.2.168,27121428,PMC4857864
d15658112a,PMC4554393,10.2147/ijn.s88282,26347146,PMC4554393
f11a23aa02,PMC5008171,10.1111/ctr.12544,25808918,PMC5008171
d026f516d8,PMC5386927,10.5115/acb.2017.50.1.60,28417056,PMC5386927
e363439274,PMC3449286,10.1038/srep00685,23008750,PMC3449286
a50343a228,PMC4674517,10.1007/s40801-015-0045-2,26689834,PMC4674517
aae3d10b62,PMC5207597,10.1097/md.0000000000005785,28033301,PMC5207597
b33a87b577,PMC3177212,10.1093/nar/gkr477,21685450,PMC3177212
bd49b0723e,PMC4963800,,,PMC4963800
dbf084abd0,PMC4583706,10.1016/j.gdata.2015.07.016,26484286,PMC4583706
f74e6221ba,PMC2686520,10.1093/nar/gkn757,18988623,PMC2686520
ee7a100d78,PMC4494636,10.1016/j.prnil.2015.03.001,26157771,PMC4494636
c773aa795e,PMC4377530,10.5812/nms.24363,,PMC4377530
c66a16054a,PMC2963829,10.1038/ncomms1043,20975704,PMC2963829
a011e04e5b,PMC5019270,10.2147/dddt.s101998,27660415,PMC5019270
fb558fd0d6,PMC3276104,10.1093/jxb/err384,22140243,PMC3276104
a209d5e3fe,PMC4345972,10.2147/ndt.s76494,25759587,PMC4345972
a542ba67ff,PMC5061105,10.1002/mrm.26009,26509746,PMC5061105
b21fd4cdd2,PMC4120377,10.1136/bmjopen-2014-005270,25079934,PMC4120377
b9f980c417,10.1007%2Fs10683-017-9546-z,10.1007/s10683-017-9546-z,,
f0bb4d7298,PMC4615379,10.1080/15476286.2015.1031948,25833751,PMC4615379
deb587e91c,PMC2678927,10.1093/hmg/ddp118,19286673,PMC2678927
fe3e9f1ae4,PMC5384723,10.2147/ott.s132507,28408841,PMC5384723
dbc0b63600,PMC2034468,10.1093/nar/gkm624,17720708,PMC2034468
e42842aeee,PMC1934993,10.1093/nar/gkm417,17576676,PMC1934993
f9f3d531fd,PMC3955898,10.1136/flgastro-2012-100291,24660054,PMC3955898
d5e1b7afbc,PMC4310406,10.1161/jaha.114.001103,25146706,PMC4310406
c0132bf2ea,PMC4376262,10.2147/ijn.s75011,25848252,PMC4376262
bba9110642,PMC4785322,10.1136/bmjopen-2015-010956,26932144,PMC4785322
b01629738a,PMC5042035,10.1111/asj.12415,26279060,PMC5042035
b6e0dbf1ca,PMC3859226,10.1093/brain/awt300,24240197,PMC3859226
a5dac1359e,PMC4812582,10.3892/ol.2016.4229,27073490,PMC4812582
f22e17f325,10.1257%2Fjep.15.4.29,10.1257/jep.15.4.29,,
aa49b61952,PMC5406524,10.1016/j.nmni.2017.03.006,28480044,PMC5406524
f76f57dbbc,PMC4797302,10.1093/nar/gkw070,26869583,PMC4797302
a83029d564,PMC4475901,10.1016/j.redox.2015.05.006,26073261,PMC4475901
b90b882595,PMC4700408,10.4110/in.2015.15.6.319,26770186,PMC4700408
a9f8ea9939,PMC4103437,10.3732/apps.1400015,25202630,PMC4103437
a690616f6c,PMC3973247,10.1038/cddis.2014.25,24625978,PMC3973247
c6d11cfed3,10.1080%2F09645292.2018.1426732,10.1080/09645292.2018.1426732,,
f93caafd89,PMC4181735,10.2147/ijn.s68526,25285004,PMC4181735
c6df79dbbc,PMC4683424,10.1016/j.nicl.2015.11.007,26759788,PMC4683424
e3a6d33c50,10.1162%2Fqjec.2005.120.1.345,10.1162/qjec.2005.120.1.345,,
b927e5064e,PMC4173757,10.2147/ijn.s68882,25258533,PMC4173757
e701287c51,PMC5089945,10.1111/jdi.12526,27177506,PMC5089945
fb6b871e95,PMC3020640,10.1038/emboj.2010.267,21045806,PMC3020640
bd68074248,PMC3939369,10.4184/asj.2014.8.1.51,24596605,PMC3939369
b5427b7954,PMC2646063,10.2337/db08-1101,19073764,PMC2646063
a1e52e1da8,PMC4215594,10.1111/ejn.12611,24796310,PMC4215594
dc54f3b199,PMC4733777,10.4103/0366-6999.157654,26021503,PMC4733777
fcae93e89f,10.1007%2Fs11151-011-9291-y,10.1007/s11151-011-9291-y,,
eafae83aca,PMC4623366,10.1136/rmdopen-2014-000037,26535134,PMC4623366
e53c455134,PMC5345981,10.2147/dddt.s127328,28293102,PMC5345981
a86eb3467c,PMC4675816,10.1016/j.apsb.2015.09.003,26713273,PMC4675816
a07c7cff43,PMC4189225,10.1136/openhrt-2014-000068,25332804,PMC4189225
af8eaeaea6,PMC3278723,10.1038/cdd.2011.103,21818120,PMC3278723
fd61c67292,PMC4189227,10.1136/openhrt-2014-000101,25332813,PMC4189227
b9432ca455,PMC3664701,10.1085/jgp.201310960,23712549,PMC3664701
ded11ad45c,10.1007%2Fs10258-013-0091-1,10.1007/s10258-013-0091-1,,
ad0305094e,PMC4212086,10.4110/in.2014.14.5.249,25360076,PMC4212086
e740a149a6,PMC3065992,10.3114/sim.2011.68.10,21523196,PMC3065992
b50eb58823,10.1257%2F089533002320951064,10.1257/089533002320951064,,
aca211c246,PMC4987885,10.1093/nar/gkw297,27105847,PMC4987885
baba3db697,PMC4785310,10.1136/bmjopen-2015-010042,26940108,PMC4785310
a983c32bc0,PMC4951474,10.3349/ymj.2016.57.4.956,27189291,PMC4951474
c1456a97b7,PMC5216448,10.1002/cne.24094,27511739,PMC5216448
a4746083cc,PMC3905558,,,PMC3905558
aae85e7424,PMC3374072,10.1038/ijo.2011.153,21829158,PMC3374072
eeb2d6c153,PMC5215597,10.1111/epi.13588,27943308,PMC5215597
c924ed6c63,PMC3524521,10.1038/srep00991,23251777,PMC3524521
fed1954681,10.1111%2Flabr.12083,10.1111/labr.12083,,
ba67264558,PMC3857483,10.1083/jcb.201305050,24297751,PMC3857483
b819e4a50f,PMC2895706,10.4162/nrp.2010.4.3.243,20607071,PMC2895706
c1acaa810f,10.1111%2Fecin.12482,10.1111/ecin.12482,,
a9655cffa3,10.1111%2Fecin.12477,10.1111/ecin.12477,,
cd2977bd72,PMC4063356,,,PMC4063356
a7b4c54f31,PMC4407839,10.1002/cne.23705,25380328,PMC4407839
b65d7101ec,PMC5066857,10.2147/dddt.s99600,27784992,PMC5066857
e0519e7a6b,PMC3835222,10.1161/jaha.113.000226,24096574,PMC3835222
c03fac8add,PMC3371863,10.1093/bioinformatics/bts231,22689757,PMC3371863
de6e366041,PMC3337979,10.1038/ncomms1795,22531176,PMC3337979
e21e522056,PMC5111481,10.1089/dia.2016.0216,27672710,PMC5111481
f548ae77f9,PMC4960374,10.3349/ymj.2016.57.5.1095,27401639,PMC4960374
b9edf9b692,PMC4820195,10.2478/sjph-2014-0030,27669513,PMC4820195
f2ec48ac94,PMC5389568,10.1093/nar/gkw1184,27903915,PMC5389568
c6cbdc2b51,PMC5321584,10.4047/jap.2017.9.1.14,28243387,PMC5321584
e38be96101,PMC4354499,10.3791/52155,25590226,PMC4354499
ef72a6507f,PMC4251217,10.5811/westjem.2014.9.20674,25493116,PMC4251217
b73e7386ef,PMC4837866,10.4103/0366-6999.150103,25635431,PMC4837866
d85516dfc0,PMC5415459,10.1111/1759-7714.12419,28220630,PMC5415459
dcce079f32,PMC4356689,10.2147/ijn.s63155,25784804,PMC4356689
a07cded56d,PMC5018359,10.5812/hepatmon.38357,27642349,PMC5018359
d9952c080a,10.1111%2Fecin.12490,10.1111/ecin.12490,,
